brand,description,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
,Aceite Vegetal Del Cielo Botella x 900 mL,S/ 5.80,tottus,VEGETALES SANCOCHADOS,2024-12-04 13:56:25.794009,900.0,ml,Aceite Vegetal Del Cielo Botella x,5.8
EL OLIVAR,ACEITUNA NEGRA SIN PEPA X 240G,S/ 9.90,tottus,VEGETALES SANCOCHADOS,2024-12-04 13:56:25.794009,240.0,g,ACEITUNA NEGRA SIN PEPA X,9.9
PRIMOR,Aceite vegetal Premium de 900 mL,S/ 10.50,tottus,VEGETALES SANCOCHADOS,2024-12-04 13:56:25.794009,900.0,ml,Aceite vegetal Premium de,10.5
PRIMOR,Aceite vegetal de 900 mL,S/ 9.50,tottus,VEGETALES SANCOCHADOS,2024-12-04 13:56:25.794009,900.0,ml,Aceite vegetal de,9.5
PRIMOR,Trozo Atún Aceite Vegetal Lata x 140 g,S/ 6.50,tottus,VEGETALES SANCOCHADOS,2024-12-04 13:56:25.794009,140.0,g,Trozo Atún Aceite Vegetal Lata x,6.5
CAMPOMAR,Filete De Atún En Aceite Vegetal Six Pack x 150g,S/ 35.90,tottus,VEGETALES SANCOCHADOS,2024-12-04 13:56:25.794009,150.0,g,Filete De Atún En Aceite Vegetal Six Pack x,35.9
TOTTUS,Aceite Vegetal 5L,S/ 32.90,tottus,VEGETALES SANCOCHADOS,2024-12-04 13:56:25.794009,5.0,l,Aceite Vegetal,32.9
DELEITE,Aceite Vegetal Premium 5L,S/ 35.50,tottus,VEGETALES SANCOCHADOS,2024-12-04 13:56:25.794009,5.0,l,Aceite Vegetal Premium,35.5
OSTER,Freidora De Aire 1.8 Lts Negra,S/ 129,tottus,VEGETALES SANCOCHADOS,2024-12-04 13:56:25.794009,1.8,l,Freidora De Aire ts Negra,129.0
MIMASKOT,Comida para Perros Adultos Sabor Carne y Vegetales 15 kg,S/ 117.50,tottus,VEGETALES SANCOCHADOS,2024-12-04 13:56:25.794009,15.0,kg,Comida para Perros Adultos Sabor Carne y Vegetales,117.5
CASA VERDE,Dip Con Palta Frasco x 225 g,S/ 9.90,tottus,VEGETALES SANCOCHADOS,2024-12-04 13:56:25.794009,225.0,g,Dip Con Palta Frasco x,9.9
OLIVOS DEL SUR,Hummus De Alcachofa Ods 220 gr,S/ 19.90,tottus,VEGETALES SANCOCHADOS,2024-12-04 13:56:25.794009,220.0,g,Hummus De Alcachofa Ods r,19.9
OSTER,Super Freidora de Aire 10Lts CKSTAFOV3-053,S/ 599,tottus,VEGETALES SANCOCHADOS,2024-12-04 13:56:25.794009,10.0,l,Super Freidora de Aire ts CKSTAFOV3-053,599.0
OLIVALLE,Aceituna Negra Deshuesada Envase x 700 g,S/ 30.27,tottus,VEGETALES SANCOCHADOS,2024-12-04 13:56:25.794009,700.0,g,Aceituna Negra Deshuesada Envase x,30.27
FLORIDA,Trozos Atún en Aceite Vegetal y Sal 140g,S/ 5.80,tottus,VEGETALES SANCOCHADOS,2024-12-04 13:56:25.794009,140.0,g,Trozos Atún en Aceite Vegetal y Sal,5.8
FLORIDA,Filete Vegetal de 140 g,S/ 6.50,tottus,VEGETALES SANCOCHADOS,2024-12-04 13:56:25.794009,140.0,g,Filete Vegetal de,6.5
PRIMOR,Filete de Atún en Aceite Vegetal en Lata de 140 g,S/ 6.70,tottus,VEGETALES SANCOCHADOS,2024-12-04 13:56:25.794009,140.0,g,Filete de Atún en Aceite Vegetal en Lata de,6.7
CAMPOMAR,Trozos de atún en aceite vegetal de 150 g,S/ 5.60,tottus,VEGETALES SANCOCHADOS,2024-12-04 13:56:25.794009,150.0,g,Trozos de atún en aceite vegetal de,5.6
DELEITE,Aceite Vegetal Premium 900mL,S/ 6.80,tottus,VEGETALES SANCOCHADOS,2024-12-04 13:56:25.794009,900.0,ml,Aceite Vegetal Premium,6.8
FLORIDA,Graned de Atún en Aceite Vegetal 140g,S/ 4.60,tottus,VEGETALES SANCOCHADOS,2024-12-04 13:56:25.794009,140.0,g,Graned de Atún en Aceite Vegetal,4.6
VALLE FERTIL,Vegetales mixtos en conserva de 425 g,S/ 8.80,tottus,VEGETALES SANCOCHADOS,2024-12-04 13:56:25.794009,425.0,g,Vegetales mixtos en conserva de,8.8
DELEITE,Aceite Vegetal Premium 2L,S/ 14.83,tottus,VEGETALES SANCOCHADOS,2024-12-04 13:56:25.794009,2.0,l,Aceite Vegetal Premium,14.83
CAMPOMAR,Filete De Atún En Aceite Vegetal x 150 g,S/ 5.80,tottus,VEGETALES SANCOCHADOS,2024-12-04 13:56:25.794009,150.0,g,Filete De Atún En Aceite Vegetal x,5.8
TOTTUS,Carbón Vegetal 3 Kg,S/ 21.50,tottus,VEGETALES SANCOCHADOS,2024-12-04 13:56:25.794009,3.0,kg,Carbón Vegetal,21.5
,Aceite Vegetal Del Cielo Botella x 2Lt,S/ 13.30,tottus,VEGETALES SANCOCHADOS,2024-12-04 13:56:25.794009,2.0,l,Aceite Vegetal Del Cielo Botella x t,13.3
,D Gussto Trozos Atún Aceite Vegetal 170 g,S/ 5,tottus,VEGETALES SANCOCHADOS,2024-12-04 13:56:25.794009,170.0,g,D Gussto Trozos Atún Aceite Vegetal,5.0
ALPA,Aceite 100% Vegetal Premium 900mL,S/ 7.60,tottus,VEGETALES SANCOCHADOS,2024-12-04 13:56:25.794009,900.0,ml,Aceite 100% Vegetal Premium,7.6
