description,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
Vainita x kg,S/ 10.29 x kg,wong,VAINITA VERDE (AMERICANA),2024-12-04 19:55:49.381440,1.0,kg,Vainita,10.29
Pañales para Bebé Pampers Premium Care Talla XXG 68un,S/ 93.50,wong,VAINITA VERDE (AMERICANA),2024-12-04 19:55:49.381440,1.0,g,Pañales para Bebé Pampers Premium Care Talla X,93.5
Lechuga Hidropónica Verde Puro x un.,S/ 7.90,wong,VAINITA VERDE (AMERICANA),2024-12-04 19:55:49.381440,1.0,un,Lechuga Hidropónica Verde Puro .,7.9
Twopack Pants para Bebé Pampers Premium Care Talla XXG 52un,S/ 145.90,wong,VAINITA VERDE (AMERICANA),2024-12-04 19:55:49.381440,1.0,g,Twopack Pants para Bebé Pampers Premium Care Talla X,145.9
Tripack Pañales para Bebé Pampers Premium Care Talla XXG 68un,S/ 229.90,wong,VAINITA VERDE (AMERICANA),2024-12-04 19:55:49.381440,1.0,g,Tripack Pañales para Bebé Pampers Premium Care Talla X,229.9
Espinaca Baby Deshojada Verde Puro 180g,S/ 8.70,wong,VAINITA VERDE (AMERICANA),2024-12-04 19:55:49.381440,180.0,g,Espinaca Baby Deshojada Verde Puro,8.7
Mix de Lechugas BB Verde Puro Bolsa 100 g,S/ 7.30,wong,VAINITA VERDE (AMERICANA),2024-12-04 19:55:49.381440,100.0,g,Mix de Lechugas BB Verde Puro Bolsa,7.3
Pants para Bebé Pampers Premium Care Talla XXG 52un,S/ 79.90,wong,VAINITA VERDE (AMERICANA),2024-12-04 19:55:49.381440,1.0,g,Pants para Bebé Pampers Premium Care Talla X,79.9
Pañales para Bebés Pampers Premium Care Hipoalergénico Talla XXXG 52un,S/ 86.90,wong,VAINITA VERDE (AMERICANA),2024-12-04 19:55:49.381440,1.0,g,Pañales para Bebés Pampers Premium Care Hipoalergénico Talla XX,86.9
Twopack Pañales para Bebé Pampers Premium Care Talla XXG 68un,S/ 157.90,wong,VAINITA VERDE (AMERICANA),2024-12-04 19:55:49.381440,1.0,g,Twopack Pañales para Bebé Pampers Premium Care Talla X,157.9
Toallitas Húmedas Pampers Recién Nacido 192un,S/ 37.80,wong,VAINITA VERDE (AMERICANA),2024-12-04 19:55:49.381440,192.0,un,Toallitas Húmedas Pampers Recién Nacido,37.8
Vainita en Trozos Cuisine & Co 400g,S/ 6.32,wong,VAINITA VERDE (AMERICANA),2024-12-04 19:55:49.381440,400.0,g,Vainita en Trozos Cuisine & Co,6.32
Lechuga Romana Entera Verde Puro 200g,S/ 4.30,wong,VAINITA VERDE (AMERICANA),2024-12-04 19:55:49.381440,200.0,g,Lechuga Romana Entera Verde Puro,4.3
Albahaca Fresca Verde Puro 120g,S/ 7.10,wong,VAINITA VERDE (AMERICANA),2024-12-04 19:55:49.381440,120.0,g,Albahaca Fresca Verde Puro,7.1
Granola Huella Verde The Skinny Mood 400g,S/ 25.90,wong,VAINITA VERDE (AMERICANA),2024-12-04 19:55:49.381440,400.0,g,Granola Huella Verde The Skinny Mood,25.9
Tripack Pañales para Bebé Pampers Premium Care Talla XG 68un,S/ 229.90,wong,VAINITA VERDE (AMERICANA),2024-12-04 19:55:49.381440,1.0,g,Tripack Pañales para Bebé Pampers Premium Care Talla,229.9
Pants para Bebé Pampers Premium Care Talla XXG 90un,S/ 139.90,wong,VAINITA VERDE (AMERICANA),2024-12-04 19:55:49.381440,1.0,g,Pants para Bebé Pampers Premium Care Talla X,139.9
Pants para Bebé Pampers Premium Care Talla XG 52un,S/ 79.90,wong,VAINITA VERDE (AMERICANA),2024-12-04 19:55:49.381440,1.0,g,Pants para Bebé Pampers Premium Care Talla,79.9
Granola Huella Verde Chocolate Quinoa 400g,S/ 25.90,wong,VAINITA VERDE (AMERICANA),2024-12-04 19:55:49.381440,400.0,g,Granola Huella Verde Chocolate Quinoa,25.9
Pañales para Bebé Pampers Premium Care Talla XG 68un,S/ 93.50,wong,VAINITA VERDE (AMERICANA),2024-12-04 19:55:49.381440,1.0,g,Pañales para Bebé Pampers Premium Care Talla,93.5
Kale Verde Puro 100g,S/ 7.90,wong,VAINITA VERDE (AMERICANA),2024-12-04 19:55:49.381440,100.0,g,Kale Verde Puro,7.9
Mix de Lechugas Baby Verde Puro 150g,S/ 9.40,wong,VAINITA VERDE (AMERICANA),2024-12-04 19:55:49.381440,150.0,g,Mix de Lechugas Baby Verde Puro,9.4
Berros Hidropónicos Verde Puro 120g,S/ 11.20,wong,VAINITA VERDE (AMERICANA),2024-12-04 19:55:49.381440,120.0,g,Berros Hidropónicos Verde Puro,11.2
Twopack Pañales para Bebé Pampers Premium Care Talla XG 68un,S/ 157.90,wong,VAINITA VERDE (AMERICANA),2024-12-04 19:55:49.381440,1.0,g,Twopack Pañales para Bebé Pampers Premium Care Talla,157.9
Twopack Pañales para Bebé Pampers Premium Care Talla M 172un,S/ 157.90,wong,VAINITA VERDE (AMERICANA),2024-12-04 19:55:49.381440,172.0,un,Twopack Pañales para Bebé Pampers Premium Care Talla M,157.9
Espinaca Entera Verde Puro 500g,S/ 8.30,wong,VAINITA VERDE (AMERICANA),2024-12-04 19:55:49.381440,500.0,g,Espinaca Entera Verde Puro,8.3
Salsa Roja Peruana Casa Verde 350g,S/ 10.80,wong,VAINITA VERDE (AMERICANA),2024-12-04 19:55:49.381440,350.0,g,Salsa Roja Peruana Casa Verde,10.8
Ensalada Cesar's Verde Puro 250g,S/ 11.80,wong,VAINITA VERDE (AMERICANA),2024-12-04 19:55:49.381440,250.0,g,Ensalada Cesar's Verde Puro,11.8
Twopack Pants para Bebé Pampers Premium Care Talla XG 52un,S/ 145.90,wong,VAINITA VERDE (AMERICANA),2024-12-04 19:55:49.381440,1.0,g,Twopack Pants para Bebé Pampers Premium Care Talla,145.9
