description,brand,price,website,search_term,scrape_timestamp
Manzana Royal Gala Importada,VIVANDA,S/ 8.90,vivanda,MANZANA CORRIENTE,2024-12-04 00:22:13.898647
Manzana Roja Importada,VIVANDA,S/ 8.20,vivanda,MANZANA CORRIENTE,2024-12-04 00:22:13.898647
Manzana Verde Importada,VIVANDA,S/ 8.50,vivanda,MANZANA CORRIENTE,2024-12-04 00:22:13.898647
Manzana Nacional,VIVANDA,S/ 7.00,vivanda,MANZANA CORRIENTE,2024-12-04 00:22:13.898647
Vinagre de Manzana MANZANARES Botella 500ml,MANZANARES,S/ 9.60,vivanda,MANZANA CORRIENTE,2024-12-04 00:22:13.898647
Lavavajilla líquido BOREAL Manzana Botella 900Ml,BOREAL,S/ 6.90,vivanda,MANZANA CORRIENTE,2024-12-04 00:22:13.898647
Jugo NATURALE Sabor Manzana Botella 1L,NATURALE,S/ 7.90,vivanda,MANZANA CORRIENTE,2024-12-04 00:22:13.898647
Vinagre de Manzana ACAVILLE Botella 500ml,ACAVILLE,S/ 9.50,vivanda,MANZANA CORRIENTE,2024-12-04 00:22:13.898647
Gaseosa FANTA Manzana Beetlejuice Botella 500ml,FANTA,S/ 2.70,vivanda,MANZANA CORRIENTE,2024-12-04 00:22:13.898647
Cereal CROSOY Granola manzana pecana y canela Bolsa 380Gr,CROSOY,S/ 14.20,vivanda,MANZANA CORRIENTE,2024-12-04 00:22:13.898647
Lavavajilla líquido BOREAL Manzana Doypack 500Ml,BOREAL,S/ 3.90,vivanda,MANZANA CORRIENTE,2024-12-04 00:22:13.898647
Néctar FRUGOS DEL VALLE Sabor a Manzana Caja 1.5L,FRUGOS,S/ 5.70,vivanda,MANZANA CORRIENTE,2024-12-04 00:22:13.898647
Agua con Gas SAN LUIS Sabor a Manzana Botella 625ml,SAN LUIS,S/ 2.20,vivanda,MANZANA CORRIENTE,2024-12-04 00:22:13.898647
Cereal MCCALLUM'S Multicereal con Manzana Caja 350g,MCCALLUM S,S/ 13.90,vivanda,MANZANA CORRIENTE,2024-12-04 00:22:13.898647
Avena Instantánea de Manzana y Canela BELL'S Vaso 45g,BELL'S,S/ 3.50,vivanda,MANZANA CORRIENTE,2024-12-04 00:22:13.898647
Aromatizador BOREAL Manzana-Canela Cono 212g,BOREAL,S/ 7.50,vivanda,MANZANA CORRIENTE,2024-12-04 00:22:13.898647
Cereal KELLOGGS Musli Manzana Caja 275g,KELLOGG S,S/ 24.90,vivanda,MANZANA CORRIENTE,2024-12-04 00:22:13.898647
Ambientador eléctrico GLADE Manzana y canela aparato y repuesto Empaque 21Ml,GLADE,S/ 29.10,vivanda,MANZANA CORRIENTE,2024-12-04 00:22:13.898647
Ambientador BOREAL Manzana-Canela Frasco 400ml,BOREAL,S/ 5.50,vivanda,MANZANA CORRIENTE,2024-12-04 00:22:13.898647
Granola Sabor Manzana y Canela DYFFERENT Caja 250g,DYFFERENT,S/ 18.30,vivanda,MANZANA CORRIENTE,2024-12-04 00:22:13.898647
