description,brand,price,website,search_term,scrape_timestamp
Ají Verde,VIVANDA,S/ 4.99,vivanda,AJÍ ROCOTO MOLIDO,2024-12-04 01:53:26.745155
Rocoto x un,VIVANDA,S/ 1.39,vivanda,AJÍ ROCOTO MOLIDO,2024-12-04 01:53:26.745155
Ají Panca en Pasta TRESA Frasco 205g,TRESA,S/ 6.89,vivanda,AJÍ ROCOTO MOLIDO,2024-12-04 01:53:26.745155
Ají Marisol Seco BELL'S FRESCOS Bandeja 100g,BELL'S FRESCOS,S/ 7.99,vivanda,AJÍ ROCOTO MOLIDO,2024-12-04 01:53:26.745155
Ají Amarillo en Pasta TRESA Frasco 205g,TRESA,S/ 5.49,vivanda,AJÍ ROCOTO MOLIDO,2024-12-04 01:53:26.745155
Ají amarillo PIKI Molido Doypack 120g,PIKI,S/ 2.90,vivanda,AJÍ ROCOTO MOLIDO,2024-12-04 01:53:26.745155
Ají panca PIKI Molido Doypack 120Gr,PIKI,S/ 2.90,vivanda,AJÍ ROCOTO MOLIDO,2024-12-04 01:53:26.745155
Ají Limo Racimo,VIVANDA,S/ 20.99,vivanda,AJÍ ROCOTO MOLIDO,2024-12-04 01:53:26.745155
Ají Panca Seco BELL'S FRESCOS Bandeja 100g,BELL'S FRESCOS,S/ 8.50,vivanda,AJÍ ROCOTO MOLIDO,2024-12-04 01:53:26.745155
Ají Pollero CASA VERDE Doypack 75g,CASA VERDE,S/ 4.70,vivanda,AJÍ ROCOTO MOLIDO,2024-12-04 01:53:26.745155
Ají de Pollo,VIVANDA,S/ 9.90,vivanda,AJÍ ROCOTO MOLIDO,2024-12-04 01:53:26.745155
Ají Jalapeño BELL'S,BELL'S,S/ 5.99,vivanda,AJÍ ROCOTO MOLIDO,2024-12-04 01:53:26.745155
Ají Panca BELL'S Molido Sobre 15g,BELL'S,S/ 1.59,vivanda,AJÍ ROCOTO MOLIDO,2024-12-04 01:53:26.745155
Queso Helado EL ROCOTO Pote 1L,EL ROCOTO,S/ 42.90,vivanda,AJÍ ROCOTO MOLIDO,2024-12-04 01:53:26.745155
Ají Amarillo BELL'S Molido Sobre 10g,BELL'S,S/ 1.59,vivanda,AJÍ ROCOTO MOLIDO,2024-12-04 01:53:26.745155
Ají Criollo BELL'S Doypack 200ml,BELL'S,S/ 5.90,vivanda,AJÍ ROCOTO MOLIDO,2024-12-04 01:53:26.745155
Ají de Gallina PERÚ PRIDE Bolsa 100g,PERU PRIDE,S/ 6.39,vivanda,AJÍ ROCOTO MOLIDO,2024-12-04 01:53:26.745155
Ají WALIBI Criollo Doypack 200Gr,WALIBI,S/ 7.60,vivanda,AJÍ ROCOTO MOLIDO,2024-12-04 01:53:26.745155
Ají de Gallina PROVENZAL Sachet 100g,PROVENZAL,S/ 9.00,vivanda,AJÍ ROCOTO MOLIDO,2024-12-04 01:53:26.745155
Ají Criollo LIBBY´S Doypack 380g,LIBBY S,S/ 14.00,vivanda,AJÍ ROCOTO MOLIDO,2024-12-04 01:53:26.745155
