brand,description,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
Timonel,Cocoa Timonel Bolsa 160g,S/ 8.90 10%,vega,COCOA EN POLVO,2024-12-04 14:45:33.331401,160.0,g,Cocoa Timonel Bolsa,8.9
Winter'S,Cocoa WINTER'S Pote 180gr,S/ 15.00 6%,vega,COCOA EN POLVO,2024-12-04 14:45:33.331401,180.0,g,Cocoa WINTER'S Pote r,15.0
Winter'S,Cocoa WINTERS Reforzada Bolsa 40g,S/ 3.70,vega,COCOA EN POLVO,2024-12-04 14:45:33.331401,40.0,g,Cocoa WINTERS Reforzada Bolsa,3.7
Winter'S,Cocoa WINTERS Doypack 900g,S/ 63.50,vega,COCOA EN POLVO,2024-12-04 14:45:33.331401,900.0,g,Cocoa WINTERS Doypack,63.5
Winter'S,Cocoa WINTER'S Reforzada Display 50u Bolsa 10g,S/ 48.50,vega,COCOA EN POLVO,2024-12-04 14:45:33.331401,10.0,g,Cocoa WINTER'S Reforzada Display 50u Bolsa,48.5
Winter'S,Fortificante CHOCOLISTO Winter's Chocolate Frasco 300gr,S/ 10.90 9%,vega,COCOA EN POLVO,2024-12-04 14:45:33.331401,300.0,g,Fortificante CHOCOLISTO Winter's Chocolate Frasco r,10.9
Milo,Alimento Granulado MILO Activ - Go Doypack 350g,S/ 13.90 7%,vega,COCOA EN POLVO,2024-12-04 14:45:33.331401,350.0,g,Alimento Granulado MILO Activ - Go Doypack,13.9
Milo,Alimento Granulado MILO Activ - Go Doypack 190g,S/ 10.50 4%,vega,COCOA EN POLVO,2024-12-04 14:45:33.331401,190.0,g,Alimento Granulado MILO Activ - Go Doypack,10.5
Milo,Alimento Granulado MILO Activ-go Lata 380gr,S/ 19.20 4%,vega,COCOA EN POLVO,2024-12-04 14:45:33.331401,380.0,g,Alimento Granulado MILO Activ-go Lata r,19.2
Nesquik,Fortificante NESQUIK Sabor a Chocolate Lata 380g,S/ 11.20,vega,COCOA EN POLVO,2024-12-04 14:45:33.331401,380.0,g,Fortificante NESQUIK Sabor a Chocolate Lata,11.2
Vega,Chocolate para Taza VEGA Tableta 90gr Pack 6u,S/ 7.80,vega,COCOA EN POLVO,2024-12-04 14:45:33.331401,90.0,g,Chocolate para Taza VEGA Tableta r Pack 6u,7.8
Milo,Alimento Granulado MILO Activ - Go Lata 940g,S/ 42.60,vega,COCOA EN POLVO,2024-12-04 14:45:33.331401,940.0,g,Alimento Granulado MILO Activ - Go Lata,42.6
Ecco,Cebada Instantáneo ECCO Doypack 250gr,S/ 13.90,vega,COCOA EN POLVO,2024-12-04 14:45:33.331401,250.0,g,Cebada Instantáneo ECCO Doypack r,13.9
Nesquik,Fortificante NESQUIK Chocolate Doypack 190g,S/ 7.70,vega,COCOA EN POLVO,2024-12-04 14:45:33.331401,190.0,g,Fortificante NESQUIK Chocolate Doypack,7.7
Winter'S,Fortificante CHOCOLISTO Winter's Chocolate Bolsa 1Kg,S/ 33.50,vega,COCOA EN POLVO,2024-12-04 14:45:33.331401,1.0,kg,Fortificante CHOCOLISTO Winter's Chocolate Bolsa,33.5
Milo,Alimento Granulado MILO Activ-Go Doypack 190gr x 2u,S/ 21.00,vega,COCOA EN POLVO,2024-12-04 14:45:33.331401,190.0,g,Alimento Granulado MILO Activ-Go Doypack r x 2u,21.0
Winter'S,Fortificante CHOCOLISTO Winter's Chocolate Doypack 200gr,S/ 8.50,vega,COCOA EN POLVO,2024-12-04 14:45:33.331401,200.0,g,Fortificante CHOCOLISTO Winter's Chocolate Doypack r,8.5
Magia,Detergente en Polvo MAGIA BLANCA Lavanda Bolsa 2Kg,S/ 17.50 15%,vega,COCOA EN POLVO,2024-12-04 14:45:33.331401,2.0,kg,Detergente en Polvo MAGIA BLANCA Lavanda Bolsa,17.5
Magia,Detergente en Polvo MAGIA BLANCA Floral Bolsa 2Kg,S/ 17.50 15%,vega,COCOA EN POLVO,2024-12-04 14:45:33.331401,2.0,kg,Detergente en Polvo MAGIA BLANCA Floral Bolsa,17.5
Ace,Detergente en Polvo ACE Floral Bolsa 2kg,S/ 25.80 14%,vega,COCOA EN POLVO,2024-12-04 14:45:33.331401,2.0,kg,Detergente en Polvo ACE Floral Bolsa,25.8
