description,brand,cantidad,unidad,price_numeric,website,scrape_timestamp,search_term,cantidad_escalada,unidad_escalada,price_numeric_escalado,CLASIFICACION
Chuleta de Pierna con Piel de Cerdo x kg,,1.0,kg,21.9,metro,2024-12-04 20:54:11.594627,CHULETA DE CERDO,1,kg,21.9,CHULETA DE CERDO
Chuleta de Brazuelo con Piel de Cerdo x kg,,1.0,kg,21.9,metro,2024-12-04 20:54:11.594627,CHULETA DE CERDO,1,kg,21.9,CHULETA DE CERDO
Chuleta de Pierna con Piel de Cerdo x kg,,1.0,kg,21.9,wong,2024-12-04 18:30:49.906276,CHULETA DE CERDO,1,kg,21.9,CHULETA DE CERDO
Chuleta de Brazuelo con Piel de Cerdo x kg,,1.0,kg,21.9,wong,2024-12-04 18:30:49.906276,CHULETA DE CERDO,1,kg,21.9,CHULETA DE CERDO
Chuleta de Brazuelo de Cerdo Con Piel Metro x kg,,1.0,kg,21.9,metro,2024-12-04 20:54:11.594627,CHULETA DE CERDO,1,kg,21.9,CHULETA DE CERDO
Chuleta Parrillera de Cerdo con Piel x kg,,1.0,kg,22.9,wong,2024-12-04 18:30:49.906276,CHULETA DE CERDO,1,kg,22.9,CHULETA DE CERDO
Chuleta de Lomo de Cerdo con Piel Porcionado x kg,,1.0,kg,22.9,metro,2024-12-04 20:54:11.594627,CHULETA DE CERDO,1,kg,22.9,CHULETA DE CERDO
Chuleta de Brazuelo de Cerdo sin Piel Porcionado x kg,,1.0,kg,22.9,wong,2024-12-04 18:30:49.906276,CHULETA DE CERDO,1,kg,22.9,CHULETA DE CERDO
Chuleta de Pierna de Cerdo Sin Piel Porcionado x Kg,,1.0,kg,22.9,wong,2024-12-04 18:30:49.906276,CHULETA DE CERDO,1,kg,22.9,CHULETA DE CERDO
Chuleta de Brazuelo de Cerdo sin Piel x kg,,1.0,kg,22.9,wong,2024-12-04 18:30:49.906276,CHULETA DE CERDO,1,kg,22.9,CHULETA DE CERDO
Chuleta de Lomo con Piel de Cerdo x kg,,1.0,kg,22.9,metro,2024-12-04 20:54:11.594627,CHULETA DE CERDO,1,kg,22.9,CHULETA DE CERDO
Chuleta de Brazuelo de Cerdo con Piel Nacional del Sur Metro x kg,,1.0,kg,25.9,metro,2024-12-04 20:54:11.594627,CHULETA DE CERDO,1,kg,25.9,CHULETA DE CERDO
Chuleta de Lomo de Cerdo con Piel Del Sur x kg,,1.0,kg,29.9,metro,2024-12-04 20:54:11.594627,CHULETA DE CERDO,1,kg,29.9,CHULETA DE CERDO
Chuleta de Hombro de Cerdo Duroc Redondos x kg,,1.0,kg,32.9,wong,2024-12-04 18:30:49.906276,CHULETA DE CERDO,1,kg,32.9,CHULETA DE CERDO
Chuleta de Cerdo Ahumada Kassler Zimmermann x kg,,1.0,kg,43.9,wong,2024-12-04 18:30:49.906276,CHULETA DE CERDO,1,kg,43.9,CHULETA DE CERDO
Chuleta de Cerdo Kurobuta SRF x kg,,1.0,kg,291.9,wong,2024-12-04 18:30:49.906276,CHULETA DE CERDO,1,kg,291.9,CHULETA DE CERDO
