description,brand,cantidad,unidad,price_numeric,website,scrape_timestamp,search_term,cantidad_escalada,unidad_escalada,price_numeric_escalado,CLASIFICACION
Paleta de Chocolate Bitter Giardino x Unid,,1.0,un,2.5,metro,2024-12-05 15:17:39.963724,PASTELES DULCES,1.0,un,2.5,PASTELES DULCES
Keke Sabor Vainilla Relleno Gansito Marinela Paquete 50 g,,50.0,g,2.7,metro,2024-12-05 15:17:39.963724,PASTELES DULCES,50.0,g,2.7,PASTELES DULCES
Pastel Pingüinos Sabor Cookies & Cream 80g,,80.0,g,3.5,metro,2024-12-05 15:17:39.963724,PASTELES DULCES,80.0,g,3.5,PASTELES DULCES
Barra de Cereal Delisha Fit Granola 55g,,55.0,g,4.2,metro,2024-12-05 15:17:39.963724,PASTELES DULCES,55.0,g,4.2,PASTELES DULCES
Brownie Tipo Trufa Delisha x Unid,,1.0,un,4.59,metro,2024-12-05 15:17:39.963724,PASTELES DULCES,1.0,un,4.59,PASTELES DULCES
Brownie Tradicional Delisha x Un,,1.0,un,4.59,metro,2024-12-05 15:17:39.963724,PASTELES DULCES,1.0,un,4.59,PASTELES DULCES
Brownie con Fudge Delisha x Un,,1.0,un,4.59,metro,2024-12-05 15:17:39.963724,PASTELES DULCES,1.0,un,4.59,PASTELES DULCES
Cupcake Mascotas Gatito x unid,,1.0,un,4.9,metro,2024-12-05 15:17:39.963724,PASTELES DULCES,1.0,un,4.9,PASTELES DULCES
Alfajores Gustozzi 2un,,2.0,un,6.9,metro,2024-12-05 15:17:39.963724,PASTELES DULCES,2.0,un,6.9,PASTELES DULCES
Pastel Pingüinos Minix Sabor Cookies & Cream 200g,,200.0,g,8.9,metro,2024-12-05 15:17:39.963724,PASTELES DULCES,200.0,g,8.9,PASTELES DULCES
Pastelitos Sabor Chocolate Marinela Pingüinos Minix 10un,,10.0,un,8.9,metro,2024-12-05 15:17:39.963724,PASTELES DULCES,10.0,un,8.9,PASTELES DULCES
Copa Chocolúcuma Wong x Unid,,1.0,un,8.9,metro,2024-12-05 15:17:39.963724,PASTELES DULCES,1.0,un,8.9,PASTELES DULCES
Copa Profiteroles Wong x Unid,,1.0,un,8.9,metro,2024-12-05 15:17:39.963724,PASTELES DULCES,1.0,un,8.9,PASTELES DULCES
Copa Tres Leches Clásica Vaso 1 unid,,1.0,un,10.5,metro,2024-12-05 15:17:39.963724,PASTELES DULCES,1.0,un,10.5,PASTELES DULCES
Copa Tres Leches de Chocolate x Unid,,1.0,un,10.5,metro,2024-12-05 15:17:39.963724,PASTELES DULCES,1.0,un,10.5,PASTELES DULCES
Brownies Surtidos Giardino 4un,,4.0,un,16.9,metro,2024-12-05 15:17:39.963724,PASTELES DULCES,4.0,un,16.9,PASTELES DULCES
Alfajores Decorados Metro 18un,,18.0,un,18.9,metro,2024-12-05 15:17:39.963724,PASTELES DULCES,18.0,un,18.9,PASTELES DULCES
Alfajor Bon o Bon Arcor Paquete 6 unidades,,6.0,un,19.6,metro,2024-12-05 15:17:39.963724,PASTELES DULCES,6.0,un,19.6,PASTELES DULCES
Mini Muffins Giardino Vainilla Chips 48un,,48.0,un,19.9,metro,2024-12-05 15:17:39.963724,PASTELES DULCES,48.0,un,19.9,PASTELES DULCES
Mini Brownie Clásico Giardino 60un.,,60.0,un,33.5,metro,2024-12-05 15:17:39.963724,PASTELES DULCES,60.0,un,33.5,PASTELES DULCES
