unit,description,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
Doypack 400g,Cereal UNIÓN Granola con miel de abeja Doypack...,S/ 15.50 un,plaza_vea,MIEL DE ABEJA,2024-12-05 15:44:24.553330,400.0,g,Cereal UNIÓN Granola con miel de abeja Doypack,15.5
Frasco 300g,Miel de abeja LA REYNA OXAPAMPA Frasco 300Gr,S/ 21.89 un,plaza_vea,MIEL DE ABEJA,2024-12-05 15:44:24.553330,300.0,g,Miel de abeja LA REYNA OXAPAMPA Frasco r,21.89
Frasco 600g,Miel de abeja LA REYNA OXAPAMPA Frasco 600Gr,S/ 30.70 un,plaza_vea,MIEL DE ABEJA,2024-12-05 15:44:24.553330,600.0,g,Miel de abeja LA REYNA OXAPAMPA Frasco r,30.7
Frasco 1100g,Miel de Abeja LA REYNA OXAPAMPA Frasco 1100g,S/ 51.80 un,plaza_vea,MIEL DE ABEJA,2024-12-05 15:44:24.553330,1100.0,g,Miel de Abeja LA REYNA OXAPAMPA Frasco,51.8
Frasco 600g,Miel de abeja BELL'S Miel de abeja natural Fra...,S/ 29.50 un,plaza_vea,MIEL DE ABEJA,2024-12-05 15:44:24.553330,600.0,g,Miel de abeja BELL'S Miel de abeja natural Fra,29.5
Frasco 175g,Miel de Abeja LA REYNA DE OXAPAMPA Frasco 175g,S/ 16.19 un,plaza_vea,MIEL DE ABEJA,2024-12-05 15:44:24.553330,175.0,g,Miel de Abeja LA REYNA DE OXAPAMPA Frasco,16.19
Frasco 175g,Miel de Abeja BELL'S Miel de Abeja Natural Fra...,S/ 9.40 un,plaza_vea,MIEL DE ABEJA,2024-12-05 15:44:24.553330,175.0,g,Miel de Abeja BELL'S Miel de Abeja Natural Fra,9.4
Pote 200g,Miel de Abeja LA FLORENCIA 200g,S/ 8.90 un,plaza_vea,MIEL DE ABEJA,2024-12-05 15:44:24.553330,200.0,g,Miel de Abeja LA FLORENCIA,8.9
Botella 500ml,Miel de Abeja OLIVOS DEL SUR Botella 500ml,S/ 26.50 un,plaza_vea,MIEL DE ABEJA,2024-12-05 15:44:24.553330,500.0,ml,Miel de Abeja OLIVOS DEL SUR Botella,26.5
Frasco 410g,Mantequilla de Maní SPREAD con Miel de Abeja F...,S/ 21.90 un,plaza_vea,MIEL DE ABEJA,2024-12-05 15:44:24.553330,410.0,g,Mantequilla de Maní SPREAD con Miel de Abeja F,21.9
Vaso 160g,Yogurt TIGO Premium Natural con Miel de Abeja ...,S/ 5.19 un,plaza_vea,MIEL DE ABEJA,2024-12-05 15:44:24.553330,160.0,g,Yogurt TIGO Premium Natural con Miel de Abeja,5.19
Frasco 1100g,Miel de Abeja CALLEJÓN DE HUAYLAS Silvestre Fr...,S/ 62.50 un,plaza_vea,MIEL DE ABEJA,2024-12-05 15:44:24.553330,1100.0,g,Miel de Abeja CALLEJÓN DE HUAYLAS Silvestre Fr,62.5
Botella 480g,Sirope sabor a Miel de Abeja SPITZE Botella 48...,S/ 12.90 un,plaza_vea,MIEL DE ABEJA,2024-12-05 15:44:24.553330,480.0,g,Sirope sabor a Miel de Abeja SPITZE Botella 48,12.9
Frasco 300g,Miel de Abeja CALLEJÓN DE HUAYLAS Floración Si...,S/ 22.10 un,plaza_vea,MIEL DE ABEJA,2024-12-05 15:44:24.553330,300.0,g,Miel de Abeja CALLEJÓN DE HUAYLAS Floración Si,22.1
Frasco 700g,Miel de Abeja Pura HUAGAL Oxapampa Frasco 700g,S/ 61.90 un,plaza_vea,MIEL DE ABEJA,2024-12-05 15:44:24.553330,700.0,g,Miel de Abeja Pura HUAGAL Oxapampa Frasco,61.9
Frasco 500g,Miel de Abeja Pura HUAGAL Oxapampa Frasco 500g,S/ 45 un,plaza_vea,MIEL DE ABEJA,2024-12-05 15:44:24.553330,500.0,g,Miel de Abeja Pura HUAGAL Oxapampa Frasco,45.0
Frasco 500g,Miel de Abeja CALLEJÓN DE HUAYLAS Floración Si...,S/ 36.50 un,plaza_vea,MIEL DE ABEJA,2024-12-05 15:44:24.553330,500.0,g,Miel de Abeja CALLEJÓN DE HUAYLAS Floración Si,36.5
Frasco 500g,Miel CALLEJÓN DE HUAYLAS Miel de Abejas y Euca...,S/ 40.50 un,plaza_vea,MIEL DE ABEJA,2024-12-05 15:44:24.553330,500.0,g,Miel CALLEJÓN DE HUAYLAS Miel de Abejas y Euca,40.5
