description,price,website,search_term,scrape_timestamp
Pollo Entero Fresco Metro x kg,S/ 9.40 x kg,metro,POLLO EVISCERADO,2024-12-04 21:03:17.398980
Pollo Fresco con Menudencia San Fernando x Kg,S/ 10.45 x kg,metro,POLLO EVISCERADO,2024-12-04 21:03:17.398980
Pollo Rostizado + Papas Fritas,S/ 28.90,metro,POLLO EVISCERADO,2024-12-04 21:03:17.398980
Pollo con Menudencia Redondos x kg,S/ 10.25 x kg,metro,POLLO EVISCERADO,2024-12-04 21:03:17.398980
Pollo Rostizado Sin Papas,S/ 22.90,metro,POLLO EVISCERADO,2024-12-04 21:03:17.398980
Pollo Rostizado + Papas Fritas + Gaseosa Inca Kola Sin Azúcar 1.5L,S/ 33.90,metro,POLLO EVISCERADO,2024-12-04 21:03:17.398980
Pollo Enrollado Cordon Bleu Redondos x un,S/ 34.90,metro,POLLO EVISCERADO,2024-12-04 21:03:17.398980
Pollo Entero en Trozos con Menudencia Redondos kg,S/ 11.50 x kg,metro,POLLO EVISCERADO,2024-12-04 21:03:17.398980
Pollo Entero Marinado Sazón Brasa San Fernando 1.4kg,S/ 21.90,metro,POLLO EVISCERADO,2024-12-04 21:03:17.398980
Pollo Rostizado + Papas Fritas + Chicha Morada Naturale 1L,S/ 32.90,metro,POLLO EVISCERADO,2024-12-04 21:03:17.398980
Pollo al Horno San Fernando Bolsa 800 g / Medio pollo en 4 Piezas,S/ 14.60,metro,POLLO EVISCERADO,2024-12-04 21:03:17.398980
Pollo Enrollado con Frutas Redondos x un,S/ 34.90,metro,POLLO EVISCERADO,2024-12-04 21:03:17.398980
Pollo Rostizado Sin Papas + Gaseosa Inca Kola Sin Azúcar 1.5L,S/ 26.50,metro,POLLO EVISCERADO,2024-12-04 21:03:17.398980
Pollo Rostizado + 1/4 Pollo Rostizado + Papas Fritas + Gaseosa Inca Kola Sin Azúcar 1.5L,S/ 39.99,metro,POLLO EVISCERADO,2024-12-04 21:03:17.398980
Pollo Rostizado + Papas Fritas + Ensalada + Gaseosa Inca Kola Sin Azúcar 1.5L,S/ 44.99,metro,POLLO EVISCERADO,2024-12-04 21:03:17.398980
Pollo Sabor Pachamanca Redondos 780g,S/ 17.89,metro,POLLO EVISCERADO,2024-12-04 21:03:17.398980
Pollo Enrollado con Verduras Redondos x un,S/ 34.90,metro,POLLO EVISCERADO,2024-12-04 21:03:17.398980
Pollo Oriental San Fernando Bolsa 800 g / Medio Pollo en 4 Piezas,S/ 14.60,metro,POLLO EVISCERADO,2024-12-04 21:03:17.398980
Pollo Rostizado Sin Papas,S/ 23.90,metro,POLLO EVISCERADO,2024-12-04 21:03:17.398980
Pollo Entero Sin Menudencia Redondos x kg,S/ 11.90 x kg,metro,POLLO EVISCERADO,2024-12-04 21:03:17.398980
Pollo Entero Light x kg,S/ 14.70 x kg,metro,POLLO EVISCERADO,2024-12-04 21:03:17.398980
Pollo Rostizado + Papas Fritas,S/ 29.90,metro,POLLO EVISCERADO,2024-12-04 21:03:17.398980
Pollo Pollada San Fernando Bolsa 800 g / 2 Cuartos de Pollo,S/ 17.20,metro,POLLO EVISCERADO,2024-12-04 21:03:17.398980
Pollo Rostizado + Papas Fritas + Ensalada + Chicha Morada Naturale 1L,S/ 45.99,metro,POLLO EVISCERADO,2024-12-04 21:03:17.398980
Pollo Sabor Cilindro x un,S/ 28.50,metro,POLLO EVISCERADO,2024-12-04 21:03:17.398980
Pollo Rostizado + Papas Fritas + Ensalada,S/ 38.90,metro,POLLO EVISCERADO,2024-12-04 21:03:17.398980
Metro Pollo Rostizado Sin papas Delivery,S/ 26.99,metro,POLLO EVISCERADO,2024-12-04 21:03:17.398980
Pollo Enrollado con Champiñones Redondos x un,S/ 34.90,metro,POLLO EVISCERADO,2024-12-04 21:03:17.398980
Pollo Chijaukay con Chaufa Cuisine & Co 400g,S/ 10.56,metro,POLLO EVISCERADO,2024-12-04 21:03:17.398980
