description,brand,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
Refresco TAMPICO Citrus Punch Botella 3L,TAMPICO,S/ 7.00,vivanda,REFRESCO ENVASADO (FLUIDO),2024-12-07 14:56:11.177982,3.0,l,Refresco TAMPICO Citrus Punch Botella,7.0
Refresco TAMPICO Citrus Punch Botella 500ml,TAMPICO,S/ 1.70,vivanda,REFRESCO ENVASADO (FLUIDO),2024-12-07 14:56:11.177982,500.0,ml,Refresco TAMPICO Citrus Punch Botella,1.7
Refresco TAMPICO Citrus Punch Botella 1.87L,TAMPICO,S/ 7.00,vivanda,REFRESCO ENVASADO (FLUIDO),2024-12-07 14:56:11.177982,1.87,l,Refresco TAMPICO Citrus Punch Botella,7.0
Refresco TAMPICO Citrus Punch Botella 3.78L,TAMPICO,S/ 11.50,vivanda,REFRESCO ENVASADO (FLUIDO),2024-12-07 14:56:11.177982,3.78,l,Refresco TAMPICO Citrus Punch Botella,11.5
Refresco CLIGHT Toronja con Splenda Sobre 14g,CLIGHT,S/ 2.30,vivanda,REFRESCO ENVASADO (FLUIDO),2024-12-07 14:56:11.177982,14.0,g,Refresco CLIGHT Toronja con Splenda Sobre,2.3
Refresco UMSHA Frutísimos Maracuyá Bolsa 20g,UMSHA,S/ 1.30,vivanda,REFRESCO ENVASADO (FLUIDO),2024-12-07 14:56:11.177982,20.0,g,Refresco UMSHA Frutísimos Maracuyá Bolsa,1.3
Refresco UMSHA Frutisimos Chicha Morada Bolsa 20g,UMSHA,S/ 1.30,vivanda,REFRESCO ENVASADO (FLUIDO),2024-12-07 14:56:11.177982,20.0,g,Refresco UMSHA Frutisimos Chicha Morada Bolsa,1.3
Refresco UMSHA Maracuyá Bolsa 13g,UMSHA,S/ 1.00,vivanda,REFRESCO ENVASADO (FLUIDO),2024-12-07 14:56:11.177982,13.0,g,Refresco UMSHA Maracuyá Bolsa,1.0
Refresco UMSHA Chicha Morada Bolsa 13g,UMSHA,S/ 1.00,vivanda,REFRESCO ENVASADO (FLUIDO),2024-12-07 14:56:11.177982,13.0,g,Refresco UMSHA Chicha Morada Bolsa,1.0
Refresco UMSHA Piña Bolsa 13g,UMSHA,S/ 1.00,vivanda,REFRESCO ENVASADO (FLUIDO),2024-12-07 14:56:11.177982,13.0,g,Refresco UMSHA Piña Bolsa,1.0
Refresco TAMPICO Citrus Punch Botella 600ml,TAMPICO,S/ 3.00,vivanda,REFRESCO ENVASADO (FLUIDO),2024-12-07 14:56:11.177982,600.0,ml,Refresco TAMPICO Citrus Punch Botella,3.0
Refresco CIFRUT Fruit Punch Citrus Botella 1.5L,CIFRUT,S/ 3.30,vivanda,REFRESCO ENVASADO (FLUIDO),2024-12-07 14:56:11.177982,1.5,l,Refresco CIFRUT Fruit Punch Citrus Botella,3.3
Refresco GLORIA Chicha Morada Casera Botella 3L,GLORIA,S/ 7.90,vivanda,REFRESCO ENVASADO (FLUIDO),2024-12-07 14:56:11.177982,3.0,l,Refresco GLORIA Chicha Morada Casera Botella,7.9
Refresco CIFRUT Citrus Punch Botella 1.5L,CIFRUT,S/ 3.30,vivanda,REFRESCO ENVASADO (FLUIDO),2024-12-07 14:56:11.177982,1.5,l,Refresco CIFRUT Citrus Punch Botella,3.3
