unit,description,price,website,search_term,scrape_timestamp
Bolsa 500g,Porciones de Perico BELL'S Bolsa 500g,S/ 25.50 un,plaza_vea,PERICO,2024-12-03 22:46:22.340425
Bolsa 300g,Perico en Porciones PESCANOVA Congelado Bolsa ...,S/ 14.90 un,plaza_vea,PERICO,2024-12-03 22:46:22.340425
Bolsa 0.5Kg,Porciones de Perico A-1 Bolsa 500g,S/ 38.90 un,plaza_vea,PERICO,2024-12-03 22:46:22.340425
Caja 500g,Porciones de Perico Empanizado SEAFROST Caja 5...,S/ 18.90 un,plaza_vea,PERICO,2024-12-03 22:46:22.340425
,Trapeador HUDE Perico,S/ 16.60 un,plaza_vea,PERICO,2024-12-03 22:46:22.340425
,Trapeador HUDE Repuesto Perico,S/ 13.10 un,plaza_vea,PERICO,2024-12-03 22:46:22.340425
,Tacos de perico A1 Bolsa 300g,S/ 28.90 un,plaza_vea,PERICO,2024-12-03 22:46:22.340425
,Repuesto de trapeador Perico 250gr,S/ 10.90 un,plaza_vea,PERICO,2024-12-03 22:46:22.340425
,Trapeador de algodón Perico 250gr,S/ 15.60 un,plaza_vea,PERICO,2024-12-03 22:46:22.340425
,Toalla Cordano Poncho Adulto Verde Perico Tall...,S/ 119 un,plaza_vea,PERICO,2024-12-03 22:46:22.340425
