description,brand,price,website,search_term,scrape_timestamp
Mayonesa ALACENA Doypack 475g,ALACENA,S/ 14.00,vivanda,MAYONESA,2024-12-06 12:14:32.494461
Mayonesa Liviana HELLMANN'S Doypack 475g,HELLMANN S,S/ 16.00,vivanda,MAYONESA,2024-12-06 12:14:32.494461
Mayonesa ALACENA Doypack 190g,ALACENA,S/ 8.60,vivanda,MAYONESA,2024-12-06 12:14:32.494461
Mayonesa Clásica HELLMANN'S Doypack 475g,HELLMANN S,S/ 16.50,vivanda,MAYONESA,2024-12-06 12:14:32.494461
Mayonesa LIBBY´S Doypack 380g,LIBBY S,S/ 13.30,vivanda,MAYONESA,2024-12-06 12:14:32.494461
Mayonesa LIBBY'S Doypack 100g,LIBBY S,S/ 3.99,vivanda,MAYONESA,2024-12-06 12:14:32.494461
Mayonesa KRAFT Real Mayo Frasco 443ml,KRAFT,S/ 19.30,vivanda,MAYONESA,2024-12-06 12:14:32.494461
Mayonesa LEGOVIC Gourmet Frasco 340g,LEGOVIC,S/ 17.00,vivanda,MAYONESA,2024-12-06 12:14:32.494461
Mayonesa Light BELL'S Doypack 475g,BELL'S,S/ 5.90,vivanda,MAYONESA,2024-12-06 12:14:32.494461
Mayonesa ALACENA Doypack 850g,ALACENA,S/ 19.60,vivanda,MAYONESA,2024-12-06 12:14:32.494461
Mayonesa Acevichada LEGOVIC Picante Doypack 200g,LEGOVIC,S/ 13.90,vivanda,MAYONESA,2024-12-06 12:14:32.494461
Mayonesa Light BELL'S Doypack 190g,BELL'S,S/ 3.20,vivanda,MAYONESA,2024-12-06 12:14:32.494461
Mayonesa Acevichada LEGOVIC Original Doypack 200g,LEGOVIC,S/ 13.90,vivanda,MAYONESA,2024-12-06 12:14:32.494461
Mayonesa Acevichada LEGOVIC Original Frasco 340g,LEGOVIC,S/ 18.20,vivanda,MAYONESA,2024-12-06 12:14:32.494461
Mayonesa HELLMANN'S Regular Frasco 340ml,HELLMANN S,S/ 21.10,vivanda,MAYONESA,2024-12-06 12:14:32.494461
Mayonesa Sabor a Tocino TERRAZA GRILL Doypack 200g,TERRAZA GRILL,S/ 9.90,vivanda,MAYONESA,2024-12-06 12:14:32.494461
Mayonesa HELLMANN'S Regular Frasco 443ml,HELLMANN S,S/ 19.90,vivanda,MAYONESA,2024-12-06 12:14:32.494461
Mayonesa Acevichada LEGOVIC Picante Frasco 340g,LEGOVIC,S/ 18.20,vivanda,MAYONESA,2024-12-06 12:14:32.494461
Mayonesa Real HELLMANN'S Pote 30Oz,HELLMANN S,S/ 37.30,vivanda,MAYONESA,2024-12-06 12:14:32.494461
Mayonesa B&D Doypack 400g,B&D,S/ 10.90,vivanda,MAYONESA,2024-12-06 12:14:32.494461
Mayonesa HELLMANN'S Light Frasco 340ml,HELLMANN S,S/ 21.10,vivanda,MAYONESA,2024-12-06 12:14:32.494461
Mayonesa B&D Doypack 190g,B&D,S/ 6.90,vivanda,MAYONESA,2024-12-06 12:14:32.494461
Mayonesa B&D Doypack 95g,B&D,S/ 3.49,vivanda,MAYONESA,2024-12-06 12:14:32.494461
Mayonesa HELLMANN'S Light Frasco 443ml,HELLMANN S,S/ 19.10,vivanda,MAYONESA,2024-12-06 12:14:32.494461
Mayonesa Sabor a Pollo a la Brasa TERRAZA GRILL Doypack 200g,TERRAZA GRILL,S/ 10.40,vivanda,MAYONESA,2024-12-06 12:14:32.494461
Mayonesa BELL'S Doypack 475g,BELL'S,S/ 8.90,vivanda,MAYONESA,2024-12-06 12:14:32.494461
Mayonesa BELL'S Doypack 190g,BELL'S,S/ 5.60,vivanda,MAYONESA,2024-12-06 12:14:32.494461
Mayonesa BELL'S Doypack 850g,BELL'S,S/ 12.90,vivanda,MAYONESA,2024-12-06 12:14:32.494461
Mayonesa DELGA-C con Limón Libre de Grasa Doypack 400g,DELGA-C,S/ 7.90,vivanda,MAYONESA,2024-12-06 12:14:32.494461
Salsa Aceitunesa WALIBI Mayonesa con Aceitunesa Doypack 200g,WALIBI,S/ 8.60,vivanda,MAYONESA,2024-12-06 12:14:32.494461
Salsa Acevichada ADELMI a base de Mayonesa y Especias Frasco 240g,ADELMI,S/ 9.90,vivanda,MAYONESA,2024-12-06 12:14:32.494461
Papas Ondas LAY'S con Mayonesa Bolsa 140g,LAY'S,S/ 5.50,vivanda,MAYONESA,2024-12-06 12:14:32.494461
