description,price,website,search_term,scrape_timestamp
Lima Metro x kg,S/ 9.99 x kg,metro,LIZA,2024-12-05 15:38:33.131968
Lima para Uñas de Cartón Manicure,S/ 5.20,metro,LIZA,2024-12-05 15:38:33.131968
Tizas Insecticidas Mata Cucarachas,S/ 9.70,metro,LIZA,2024-12-05 15:38:33.131968
Ligas para Cabello Goody 10un,S/ 6.10,metro,LIZA,2024-12-05 15:38:33.131968
Ligas Alleanza Caja 1/4 de Libra,S/ 4.40,metro,LIZA,2024-12-05 15:38:33.131968
Lima Puzzle Rompecabezas El Nuevo Testamento 1000 Piezas,S/ 89.99,metro,LIZA,2024-12-05 15:38:33.131968
Lima Doble Cara Terra Natural,S/ 10.30,metro,LIZA,2024-12-05 15:38:33.131968
Active Life Liga de Puerta Dual X 10 Piezas,S/ 399.90,metro,LIZA,2024-12-05 15:38:33.131968
Active Life Liga de Puerta 10 Piezas,S/ 299.90,metro,LIZA,2024-12-05 15:38:33.131968
Lima Deshidratada Go Barman 25g,S/ 19.90,metro,LIZA,2024-12-05 15:38:33.131968
Tizas para El Cabello Fashion Angels en 5 Colores,S/ 74.99,metro,LIZA,2024-12-05 15:38:33.131968
Lavavajillas Lima Limón Sapolio Frasco 1250 ml,S/ 13.90,metro,LIZA,2024-12-05 15:38:33.131968
Gaseosa Sprite Lima Limón Botella 3L,S/ 6.90,metro,LIZA,2024-12-05 15:38:33.131968
Smartphone ZTE Blade A54 Lila,S/ 339.00,metro,LIZA,2024-12-05 15:38:33.131968
Pisco Quebranta La Botija Alianza Lima Botella 700ml,S/ 34.90,metro,LIZA,2024-12-05 15:38:33.131968
Manta Krea Sherpa Lisa 125x150cm Surtido,S/ 17.90,metro,LIZA,2024-12-05 15:38:33.131968
Lavavajillas Ayudín Lima Limón 1.2L,S/ 18.50,metro,LIZA,2024-12-05 15:38:33.131968
Gaseosa Sprite Lima Limón Botella 2.25L,S/ 6.40,metro,LIZA,2024-12-05 15:38:33.131968
Manta Krea Polar Lisa 120x150cm Surtido,S/ 5.90,metro,LIZA,2024-12-05 15:38:33.131968
Sabana Krea Lisa 1.5 Plazas Microfibra 75Gsm Surtido,S/ 39.90,metro,LIZA,2024-12-05 15:38:33.131968
Lavavajillas Líquido Ayudín Lima Limón 640ml,S/ 12.90,metro,LIZA,2024-12-05 15:38:33.131968
Papa en Hojuelas Inka Chips Finas Hierbas y Lima 115g,S/ 8.10,metro,LIZA,2024-12-05 15:38:33.131968
Manta Krea Polar Lisa 120x150cm Surtido,S/ 5.90,metro,LIZA,2024-12-05 15:38:33.131968
