description,brand,cantidad,unidad,price_numeric,website,scrape_timestamp,search_term,cantidad_escalada,unidad_escalada,price_numeric_escalado,CLASIFICACION
Tableta de Chocolate Vizzio Maní con Leche 26g,COSTA,26.0,g,1.5,tottus,2024-12-07 13:58:20.946185,CHOCOLATE EN TABLETA,26.0,g,1.5,CHOCOLATE EN TABLETA
Tableta de Chocolate Vizzio Crunch con Leche 24g,COSTA,24.0,g,1.5,tottus,2024-12-07 13:58:20.946185,CHOCOLATE EN TABLETA,24.0,g,1.5,CHOCOLATE EN TABLETA
Chocolate con Leche HERSHEY'S Tableta 43gr,HERSHEY S,43.0,g,3.6,vivanda,2024-12-07 14:41:21.621269,CHOCOLATE EN TABLETA,43.0,g,3.6,CHOCOLATE EN TABLETA
Chocolate HERSHEY'S Cookies N' Creme Tableta 4...,,43.0,g,3.6,plaza_vea,2024-12-07 14:19:37.759547,CHOCOLATE EN TABLETA,43.0,g,3.6,CHOCOLATE EN TABLETA
Chocolate HERSHEY'S Cookies N' Creme Tableta 43g,HERSHEY S,43.0,g,3.6,vivanda,2024-12-07 14:41:21.621269,CHOCOLATE EN TABLETA,43.0,g,3.6,CHOCOLATE EN TABLETA
Chocolate con Leche HERSHEY'S Tableta 43gr,,43.0,g,3.6,plaza_vea,2024-12-07 14:19:37.759547,CHOCOLATE EN TABLETA,43.0,g,3.6,CHOCOLATE EN TABLETA
Chocolate con Crema de Maní Princesa Tableta 30 g,,30.0,g,3.8,wong,2024-12-07 18:01:49.553950,CHOCOLATE EN TABLETA,30.0,g,3.8,CHOCOLATE EN TABLETA
Chocolate Blanco y Negro NEUGEBAUER Tableta 65...,,65.0,g,3.9,plaza_vea,2024-12-07 14:19:37.759547,CHOCOLATE EN TABLETA,65.0,g,3.9,CHOCOLATE EN TABLETA
Chocolate con Almendras Hershey's Tableta 41 gr,,41.0,g,4.2,wong,2024-12-07 18:01:49.553950,CHOCOLATE EN TABLETA,41.0,g,4.2,CHOCOLATE EN TABLETA
Chocolate con Leche con Maní Extremo Sublime Tableta 50 g,,50.0,g,4.8,wong,2024-12-07 18:01:49.553950,CHOCOLATE EN TABLETA,50.0,g,4.8,CHOCOLATE EN TABLETA
Chocolate KitKat Tableta 41.5 g,,41.5,g,4.9,wong,2024-12-07 18:01:49.553950,CHOCOLATE EN TABLETA,41.5,g,4.9,CHOCOLATE EN TABLETA
Chocolate con Leche con Almendras Sublime Tableta 50 g,,50.0,g,4.9,wong,2024-12-07 18:01:49.553950,CHOCOLATE EN TABLETA,50.0,g,4.9,CHOCOLATE EN TABLETA
Chocolate Bitter La Ibérica Fondant Tableta 40 g,,40.0,g,7.5,wong,2024-12-07 18:01:49.553950,CHOCOLATE EN TABLETA,40.0,g,7.5,CHOCOLATE EN TABLETA
Chocolate con Leche Hershey's Extra Cremoso Tableta 92 g,,92.0,g,7.5,wong,2024-12-07 18:01:49.553950,CHOCOLATE EN TABLETA,92.0,g,7.5,CHOCOLATE EN TABLETA
Chocolate con Leche Hershey's Tableta 92 g,,92.0,g,7.5,wong,2024-12-07 18:01:49.553950,CHOCOLATE EN TABLETA,92.0,g,7.5,CHOCOLATE EN TABLETA
Pasta de Cacao Orgánico Ecoandino Inkani Tableta 100 g,,100.0,g,7.74,wong,2024-12-07 18:01:49.553950,CHOCOLATE EN TABLETA,100.0,g,7.74,CHOCOLATE EN TABLETA
Chocolate Schogetten Caramel Brownie Tableta 100 g,,100.0,g,7.9,wong,2024-12-07 18:01:49.553950,CHOCOLATE EN TABLETA,100.0,g,7.9,CHOCOLATE EN TABLETA
Chocolate Yoghurt Strawberry Schogetten Tableta 100 g,,100.0,g,7.9,wong,2024-12-07 18:01:49.553950,CHOCOLATE EN TABLETA,100.0,g,7.9,CHOCOLATE EN TABLETA
Chocolate Schogetten Trumpf White Tableta 100 g,,100.0,g,7.9,wong,2024-12-07 18:01:49.553950,CHOCOLATE EN TABLETA,100.0,g,7.9,CHOCOLATE EN TABLETA
Chocolate Schogetten Alpine Milk Hazelnut Tableta 100 g,,100.0,g,7.9,wong,2024-12-07 18:01:49.553950,CHOCOLATE EN TABLETA,100.0,g,7.9,CHOCOLATE EN TABLETA
Dark Chocolate Schogetten Tableta 100 g,,100.0,g,7.9,wong,2024-12-07 18:01:49.553950,CHOCOLATE EN TABLETA,100.0,g,7.9,CHOCOLATE EN TABLETA
Alpine Milk Chocolate Schogetten Tableta 100 g,,100.0,g,7.9,wong,2024-12-07 18:01:49.553950,CHOCOLATE EN TABLETA,100.0,g,7.9,CHOCOLATE EN TABLETA
Chocolate Extrafino con Leche y Arroz Inflado Trapa Stevia Tableta 75 gr,,75.0,g,7.99,wong,2024-12-07 18:01:49.553950,CHOCOLATE EN TABLETA,75.0,g,7.99,CHOCOLATE EN TABLETA
Chocolate en Barra LA IBÉRICA Fondy Dark 62% Tableta 50g,LA IBERICA,50.0,g,8.5,vivanda,2024-12-07 14:41:21.621269,CHOCOLATE EN TABLETA,50.0,g,8.5,CHOCOLATE EN TABLETA
Chocolate HERSHEY'S 40% Cacao Tableta 82g,HERSHEY S,82.0,g,8.5,vivanda,2024-12-07 14:41:21.621269,CHOCOLATE EN TABLETA,82.0,g,8.5,CHOCOLATE EN TABLETA
Chocolate HERSHEY'S Cookies N' Creme Tableta 77g,HERSHEY S,77.0,g,8.5,vivanda,2024-12-07 14:41:21.621269,CHOCOLATE EN TABLETA,77.0,g,8.5,CHOCOLATE EN TABLETA
Chocolate HERSHEY'S 40% Cristal Tableta 77g,HERSHEY S,77.0,g,8.5,vivanda,2024-12-07 14:41:21.621269,CHOCOLATE EN TABLETA,77.0,g,8.5,CHOCOLATE EN TABLETA
Tableta De Chocolate Con Leche Crunchy HH 60 g,,60.0,g,8.5,tottus,2024-12-07 13:58:20.946185,CHOCOLATE EN TABLETA,60.0,g,8.5,CHOCOLATE EN TABLETA
Tableta De Chocolate Con Leche HH 60 g,,60.0,g,8.5,tottus,2024-12-07 13:58:20.946185,CHOCOLATE EN TABLETA,60.0,g,8.5,CHOCOLATE EN TABLETA
Chocolate HERSHEY'S Extra Cremoso Tableta 82g,HERSHEY S,82.0,g,8.5,vivanda,2024-12-07 14:41:21.621269,CHOCOLATE EN TABLETA,82.0,g,8.5,CHOCOLATE EN TABLETA
Tableta de Chocolate Avellana 1891 Tableta 90g,,90.0,g,8.9,plaza_vea,2024-12-07 14:19:37.759547,CHOCOLATE EN TABLETA,90.0,g,8.9,CHOCOLATE EN TABLETA
Hershey Tableta 40% Cristal 77 g,HERSHEYS,77.0,g,9.9,tottus,2024-12-07 13:58:20.946185,CHOCOLATE EN TABLETA,77.0,g,9.9,CHOCOLATE EN TABLETA
Hershey Tableta Con Leche 82 g,HERSHEYS,82.0,g,9.9,tottus,2024-12-07 13:58:20.946185,CHOCOLATE EN TABLETA,82.0,g,9.9,CHOCOLATE EN TABLETA
Chocolate SUBLIME Clásico Tableta 100g,NESTLE SUBLIME,100.0,g,9.9,vivanda,2024-12-07 14:41:21.621269,CHOCOLATE EN TABLETA,100.0,g,9.9,CHOCOLATE EN TABLETA
Chocolate SUBLIME Clásico Tableta 100g,,100.0,g,9.9,plaza_vea,2024-12-07 14:19:37.759547,CHOCOLATE EN TABLETA,100.0,g,9.9,CHOCOLATE EN TABLETA
Chocolate SUBLIME Almendras Tableta 100g,,100.0,g,9.9,plaza_vea,2024-12-07 14:19:37.759547,CHOCOLATE EN TABLETA,100.0,g,9.9,CHOCOLATE EN TABLETA
Chocolate Blanco con Galletas Sublime Cookies Tableta 100 g,,100.0,g,9.9,wong,2024-12-07 18:01:49.553950,CHOCOLATE EN TABLETA,100.0,g,9.9,CHOCOLATE EN TABLETA
Chocolate con Leche y Almendras Sublime Tableta 100 g,,100.0,g,9.9,wong,2024-12-07 18:01:49.553950,CHOCOLATE EN TABLETA,100.0,g,9.9,CHOCOLATE EN TABLETA
Chocolate Innato Bitter Tableta 80 g,,80.0,g,10.5,wong,2024-12-07 18:01:49.553950,CHOCOLATE EN TABLETA,80.0,g,10.5,CHOCOLATE EN TABLETA
Chocolate Innato con Leche Tableta 80 g,,80.0,g,10.5,wong,2024-12-07 18:01:49.553950,CHOCOLATE EN TABLETA,80.0,g,10.5,CHOCOLATE EN TABLETA
Chocolate Bitter con Maní Sublime Tableta 100 g,,100.0,g,10.9,wong,2024-12-07 18:01:49.553950,CHOCOLATE EN TABLETA,100.0,g,10.9,CHOCOLATE EN TABLETA
Chocolate SUBLIME Bitter Tableta 100g,,100.0,g,10.9,plaza_vea,2024-12-07 14:19:37.759547,CHOCOLATE EN TABLETA,100.0,g,10.9,CHOCOLATE EN TABLETA
Chocolate HERSHEY'S Cappuccino Tableta 85g,,85.0,g,11.5,plaza_vea,2024-12-07 14:19:37.759547,CHOCOLATE EN TABLETA,85.0,g,11.5,CHOCOLATE EN TABLETA
Chocolate Con Frambuesa 70% Cacao Valor Tableta 100 g,,100.0,g,12.9,wong,2024-12-07 18:01:49.553950,CHOCOLATE EN TABLETA,100.0,g,12.9,CHOCOLATE EN TABLETA
Chocolate Oscuro 60% Cacao Coco Nacional Tableta 80 g,,80.0,g,12.9,wong,2024-12-07 18:01:49.553950,CHOCOLATE EN TABLETA,80.0,g,12.9,CHOCOLATE EN TABLETA
Chocolate Bitter Valor Naranja Tableta 100 g,,100.0,g,12.9,wong,2024-12-07 18:01:49.553950,CHOCOLATE EN TABLETA,100.0,g,12.9,CHOCOLATE EN TABLETA
Chocolate Bitter Valor 70% Dark Tableta 100 g,,100.0,g,12.9,wong,2024-12-07 18:01:49.553950,CHOCOLATE EN TABLETA,100.0,g,12.9,CHOCOLATE EN TABLETA
