description,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
Papas Fritas Lay's Clásicas 150g + Piqueo Snax Original 200g,S/ 13.50,metro,PAPA FRITA (BOCADITOS),2024-12-04 22:18:25.199832,150.0,g,Papas Fritas Lay's Clásicas  + Piqueo Snax Original,13.5
Papas Fritas Lay's Ondas Clásicas 140g,S/ 5.50,metro,PAPA FRITA (BOCADITOS),2024-12-04 22:18:25.199832,140.0,g,Papas Fritas Lay's Ondas Clásicas,5.5
Papas Fritas Lay's Clásicas 210g,S/ 9.10,metro,PAPA FRITA (BOCADITOS),2024-12-04 22:18:25.199832,210.0,g,Papas Fritas Lay's Clásicas,9.1
Papas Fritas Lay's Naturales 36g,S/ 2.70,metro,PAPA FRITA (BOCADITOS),2024-12-04 22:18:25.199832,36.0,g,Papas Fritas Lay's Naturales,2.7
Papas Fritas Lay's Clásicas 150g + Doritos Queso Atrevido 190g,S/ 13.50,metro,PAPA FRITA (BOCADITOS),2024-12-04 22:18:25.199832,150.0,g,Papas Fritas Lay's Clásicas  + Doritos Queso Atrevido,13.5
Papas Fritas Lays Artesanas Sal Marina 34g,S/ 2.90,metro,PAPA FRITA (BOCADITOS),2024-12-04 22:18:25.199832,34.0,g,Papas Fritas Lays Artesanas Sal Marina,2.9
Papas Fritas Lays Artesanas Alitas BBQ 34g,S/ 2.90,metro,PAPA FRITA (BOCADITOS),2024-12-04 22:18:25.199832,34.0,g,Papas Fritas Lays Artesanas Alitas BBQ,2.9
Papas Fritas Lay's Ondas Sabor a Mayonesa 140g,S/ 5.50,metro,PAPA FRITA (BOCADITOS),2024-12-04 22:18:25.199832,140.0,g,Papas Fritas Lay's Ondas Sabor a Mayonesa,5.5
Papas Fritas Lay's Naturales 34g,S/ 2.70,metro,PAPA FRITA (BOCADITOS),2024-12-04 22:18:25.199832,34.0,g,Papas Fritas Lay's Naturales,2.7
Papas Fritas Lay's Clásicas 150g + Doritos Queso Atrevido 145g,S/ 14.10,metro,PAPA FRITA (BOCADITOS),2024-12-04 22:18:25.199832,150.0,g,Papas Fritas Lay's Clásicas  + Doritos Queso Atrevido,14.1
Papas al Hilo Lay's 155g,S/ 5.50,metro,PAPA FRITA (BOCADITOS),2024-12-04 22:18:25.199832,155.0,g,Papas al Hilo Lay's,5.5
Papas Lays Clásicas 150g,S/ 5.50,metro,PAPA FRITA (BOCADITOS),2024-12-04 22:18:25.199832,150.0,g,Papas Lays Clásicas,5.5
Papas en Hojuelas Lay's Ondas Picante 140g,S/ 5.50,metro,PAPA FRITA (BOCADITOS),2024-12-04 22:18:25.199832,140.0,g,Papas en Hojuelas Lay's Ondas Picante,5.5
Papas Artesanas Lay's Sal Marina 135g,S/ 6.50,metro,PAPA FRITA (BOCADITOS),2024-12-04 22:18:25.199832,135.0,g,Papas Artesanas Lay's Sal Marina,6.5
Papas Artesanas Lay's Alita BBQ 130g,S/ 6.50,metro,PAPA FRITA (BOCADITOS),2024-12-04 22:18:25.199832,130.0,g,Papas Artesanas Lay's Alita BBQ,6.5
Papas Lays Clásicas 150g + De Todito Mix 165g,S/ 13.90,metro,PAPA FRITA (BOCADITOS),2024-12-04 22:18:25.199832,150.0,g,Papas Lays Clásicas  + De Todito Mix,13.9
