description,brand,cantidad,unidad,price_numeric,website,scrape_timestamp,search_term,cantidad_escalada,unidad_escalada,price_numeric_escalado,CLASIFICACION
Endulzante en Polvo Stevia Cuisine & Co 50un,,50.0,un,11.9,wong,2024-12-06 14:31:50.022692,EDULCORANTE,50.0,un,11.9,EDULCORANTE
Endulzante en Polvo Stevia Cuisine & Co 50un,,50.0,un,11.9,metro,2024-12-06 19:04:01.494535,EDULCORANTE,50.0,un,11.9,EDULCORANTE
Endulzante en Polvo Vida Stevia Libre de Calorías Caja 50 Unid,,50.0,un,17.9,metro,2024-12-06 19:04:01.494535,EDULCORANTE,50.0,un,17.9,EDULCORANTE
Endulzante en Polvo Vida Stevia Libre de Calorías Caja 50 Unid,,50.0,un,18.1,wong,2024-12-06 14:31:50.022692,EDULCORANTE,50.0,un,18.1,EDULCORANTE
Edulcorante en Polvo Stevita Caja 50 Unid,,50.0,un,18.9,metro,2024-12-06 19:04:01.494535,EDULCORANTE,50.0,un,18.9,EDULCORANTE
Endulzante Natural Stevita Líquido 80ml,,80.0,ml,19.1,wong,2024-12-06 14:31:50.022692,EDULCORANTE,80.0,ml,19.1,EDULCORANTE
Endulzante Stevia & Panela Onza 50un,,50.0,un,19.2,wong,2024-12-06 14:31:50.022692,EDULCORANTE,50.0,un,19.2,EDULCORANTE
Edulcorante BELL'S Baja en Calorías Caja 100un,,100.0,un,19.6,plaza_vea,2024-12-06 14:24:25.569994,EDULCORANTE,100.0,un,19.6,EDULCORANTE
Endulzante en Polvo Stevia Cuisine & Co 50g,,50.0,g,20.1,metro,2024-12-06 19:04:01.494535,EDULCORANTE,50.0,g,20.1,EDULCORANTE
Endulzante de Stevia & Yacón Onza 50un,,50.0,un,20.2,wong,2024-12-06 14:31:50.022692,EDULCORANTE,50.0,un,20.2,EDULCORANTE
Endulzante en Polvo Stevia Cuisine & Co Caja 100 unid,,100.0,un,21.7,wong,2024-12-06 14:31:50.022692,EDULCORANTE,100.0,un,21.7,EDULCORANTE
Endulzante con Sucralosa Cuisine & Co 100g,,100.0,g,21.9,wong,2024-12-06 14:31:50.022692,EDULCORANTE,100.0,g,21.9,EDULCORANTE
Endulzante Líquido Stevia Cuisine & Co Botella 100 ml,,100.0,ml,22.1,wong,2024-12-06 14:31:50.022692,EDULCORANTE,100.0,ml,22.1,EDULCORANTE
Edulcorante en Tabletas Sugafor 110un,,110.0,un,22.1,wong,2024-12-06 14:31:50.022692,EDULCORANTE,110.0,un,22.1,EDULCORANTE
Endulzante Líquido Stevia Cuisine & Co Botella 100 ml,,100.0,ml,22.1,metro,2024-12-06 19:04:01.494535,EDULCORANTE,100.0,ml,22.1,EDULCORANTE
Edulcorante en Tabletas Sugafor 110un,,110.0,un,22.5,metro,2024-12-06 19:04:01.494535,EDULCORANTE,110.0,un,22.5,EDULCORANTE
Endulzante en Tabletas Splenda Libre de Calorías Dispenser 100 Unid,,100.0,un,23.4,wong,2024-12-06 14:31:50.022692,EDULCORANTE,100.0,un,23.4,EDULCORANTE
Endulzante Orgánico Stevita Naturals 50un,,50.0,un,23.8,wong,2024-12-06 14:31:50.022692,EDULCORANTE,50.0,un,23.8,EDULCORANTE
Endulzante de Mesa Splenda Stevia 40un,,40.0,un,24.2,wong,2024-12-06 14:31:50.022692,EDULCORANTE,40.0,un,24.2,EDULCORANTE
Endulzante Orgánico Stevita Naturals Extra Dulce 50un,,50.0,un,24.7,wong,2024-12-06 14:31:50.022692,EDULCORANTE,50.0,un,24.7,EDULCORANTE
Edulcorante en Polvo Sugafor 50un,,50.0,un,25.8,wong,2024-12-06 14:31:50.022692,EDULCORANTE,50.0,un,25.8,EDULCORANTE
Endulzante en Polvo Splenda Libre de Calorías 50un,,50.0,un,27.3,metro,2024-12-06 19:04:01.494535,EDULCORANTE,50.0,un,27.3,EDULCORANTE
Endulzante en Polvo Splenda Libre de Calorías 50un,,50.0,un,27.9,wong,2024-12-06 14:31:50.022692,EDULCORANTE,50.0,un,27.9,EDULCORANTE
Endulzante Líquido NutraStevia con Yacón 100ml,,100.0,ml,28.3,metro,2024-12-06 19:04:01.494535,EDULCORANTE,100.0,ml,28.3,EDULCORANTE
Endulzante en Polvo NutraStevia con Colágeno 50g,,50.0,g,28.3,wong,2024-12-06 14:31:50.022692,EDULCORANTE,50.0,g,28.3,EDULCORANTE
Endulzante Líquido NutraStevia con Yacón 100ml,,100.0,ml,28.4,wong,2024-12-06 14:31:50.022692,EDULCORANTE,100.0,ml,28.4,EDULCORANTE
Endulzante en Polvo La Boliviana Stevia 120un,,120.0,un,28.9,metro,2024-12-06 19:04:01.494535,EDULCORANTE,120.0,un,28.9,EDULCORANTE
