brand,description,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
TOTTUS,Papa Seca 400 g,S/ 5.65,tottus,PAPA SECA,2024-12-05 12:25:52.504541,400.0,g,Papa Seca,5.65
COSTENO,Papa Seca Costeño 500 g,S/ 8.40,tottus,PAPA SECA,2024-12-05 12:25:52.504541,500.0,g,Papa Seca Costeño,8.4
TESORO DEL CAMPO,Papa Seca 500 g,S/ 7.30,tottus,PAPA SECA,2024-12-05 12:25:52.504541,500.0,g,Papa Seca,7.3
TOTTUS,Cashews Salados 80 g,S/ 8.90,tottus,PAPA SECA,2024-12-05 12:25:52.504541,80.0,g,Cashews Salados,8.9
VILLA NATURA,Almendras 80 g,S/ 7.90,tottus,PAPA SECA,2024-12-05 12:25:52.504541,80.0,g,Almendras,7.9
KARINTO,Maní Engalletado Picante 200g,S/ 8,tottus,PAPA SECA,2024-12-05 12:25:52.504541,200.0,g,Maní Engalletado Picante,8.0
VILLA NATURA,Habas saladas 150 g,S/ 6.90,tottus,PAPA SECA,2024-12-05 12:25:52.504541,150.0,g,Habas saladas,6.9
GRANUTS,Mezcla de arándanos maní y almendras 50 g,S/ 3.90,tottus,PAPA SECA,2024-12-05 12:25:52.504541,50.0,g,Mezcla de arándanos maní y almendras,3.9
GRANUTS,Mezcla Party Mix de 50 g,S/ 3.90,tottus,PAPA SECA,2024-12-05 12:25:52.504541,50.0,g,Mezcla Party Mix de,3.9
GRANUTS,Mezcla de nueces 40 g,S/ 3.90,tottus,PAPA SECA,2024-12-05 12:25:52.504541,40.0,g,Mezcla de nueces,3.9
VILLA NATURA,Pistacho Salado 80 g,S/ 9.90,tottus,PAPA SECA,2024-12-05 12:25:52.504541,80.0,g,Pistacho Salado,9.9
