unit,description,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
Presentación 1 kg aprox.,Camote Amarillo Procesado,S/ 2.79 x kg,plaza_vea,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS,2024-12-04 13:09:25.525465,1.0,kg,Camote Amarillo Procesado,2.79
Pack 300g,Pack Mixto Queso Edam + Jamón Americano LAIVE ...,S/ 11.90 un,plaza_vea,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS,2024-12-04 13:09:25.525465,300.0,g,Pack Mixto Queso Edam + Jamón Americano LAIVE,11.9
Bolsa 15Kg,Comida para Perros RICOCAN Adultos Razas Media...,S/ 105.90 un,plaza_vea,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS,2024-12-04 13:09:25.525465,15.0,kg,Comida para Perros RICOCAN Adultos Razas Media,105.9
Bolsa 15Kg,Comida para Perros RICOCAN Adultos Razas Peque...,S/ 105.90 un,plaza_vea,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS,2024-12-04 13:09:25.525465,15.0,kg,Comida para Perros RICOCAN Adultos Razas Peque,105.9
Doypack 400g,Cereal UNIÓN Granola con miel de abeja Doypack...,S/ 15.50 un,plaza_vea,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS,2024-12-04 13:09:25.525465,400.0,g,Cereal UNIÓN Granola con miel de abeja Doypack,15.5
Pack 340g,Pack Mixto Jamón Pizza y Queso Edam OTTO KUNZ ...,S/ 14.50 un,plaza_vea,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS,2024-12-04 13:09:25.525465,340.0,g,Pack Mixto Jamón Pizza y Queso Edam OTTO KUNZ,14.5
Bolsa 140g,Cereal de Trigo con Miel VITA PLUSS Bolsa 140g,S/ 3.60 un,plaza_vea,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS,2024-12-04 13:09:25.525465,140.0,g,Cereal de Trigo con Miel VITA PLUSS Bolsa,3.6
Bolsa 740g,Cereal NESTLÉ Corn Flakes sin Gluten Bolsa 740...,S/ 20.90 un,plaza_vea,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS,2024-12-04 13:09:25.525465,740.0,g,Cereal NESTLÉ Corn Flakes sin Gluten Bolsa 740,20.9
Caja 410g,Cereal KELLOGGS Corn Flakes Caja 410g,S/ 13.10 un,plaza_vea,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS,2024-12-04 13:09:25.525465,410.0,g,Cereal KELLOGGS Corn Flakes Caja,13.1
Paquete 6un,Galletas de Cacao COSTA Gran Cereal Paquete 6u...,S/ 4.20 un,plaza_vea,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS,2024-12-04 13:09:25.525465,6.0,un,Galletas de Cacao COSTA Gran Cereal Paquete 6u,4.2
Caja 405g,Cereal CORN FLAKES Nestlé Sin Gluten Caja 405g,S/ 13.90 un,plaza_vea,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS,2024-12-04 13:09:25.525465,405.0,g,Cereal CORN FLAKES Nestlé Sin Gluten Caja,13.9
Caja 12un,Cereal Bar COSTA Chips Caja 12un,S/ 6 un,plaza_vea,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS,2024-12-04 13:09:25.525465,12.0,un,Cereal Bar COSTA Chips Caja,6.0
Bolsa 15Kg,Comida para Perros MIMASKOT Adultos Raza Media...,S/ 94.90 un,plaza_vea,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS,2024-12-04 13:09:25.525465,15.0,kg,Comida para Perros MIMASKOT Adultos Raza Media,94.9
