description,price,website,search_term,scrape_timestamp
Margarina Sello de Oro Barra 200g,S/ 4.30,metro,MARGARINA ENVASADA,2024-12-06 18:25:39.509110
Margarina Manty Clásica 300g,S/ 4.40,metro,MARGARINA ENVASADA,2024-12-06 18:25:39.509110
Margarina Sello de Oro Pote 400g,S/ 8.40,metro,MARGARINA ENVASADA,2024-12-06 18:25:39.509110
Margarina Sello de Oro Barra 90g,S/ 2.90,metro,MARGARINA ENVASADA,2024-12-06 18:25:39.509110
Margarina Dorina Clásica 450g,S/ 10.50,metro,MARGARINA ENVASADA,2024-12-06 18:25:39.509110
Margarina Dorina Light Pote 450 g,S/ 10.50,metro,MARGARINA ENVASADA,2024-12-06 18:25:39.509110
Margarina Laive Swis 200g,S/ 4.80,metro,MARGARINA ENVASADA,2024-12-06 18:25:39.509110
Margarina Laive Swis 450g,S/ 11.40,metro,MARGARINA ENVASADA,2024-12-06 18:25:39.509110
Margarina Dorina Clásica 900g,S/ 19.90,metro,MARGARINA ENVASADA,2024-12-06 18:25:39.509110
Margarina Dorina Clásica 220g,S/ 5.99,metro,MARGARINA ENVASADA,2024-12-06 18:25:39.509110
Margarina La Danesa 500g,S/ 15.60,metro,MARGARINA ENVASADA,2024-12-06 18:25:39.509110
Margarina Manty Pote 90 g,S/ 2.38,metro,MARGARINA ENVASADA,2024-12-06 18:25:39.509110
Margarina Sello de Oro Pote 200g,S/ 5.20,metro,MARGARINA ENVASADA,2024-12-06 18:25:39.509110
Margarina Laive Swis 90g,S/ 3.30,metro,MARGARINA ENVASADA,2024-12-06 18:25:39.509110
Mantequilla con Sal Gloria 390g,S/ 16.50,metro,MARGARINA ENVASADA,2024-12-06 18:25:39.509110
Mantequilla con Sal Laive 180g,S/ 10.90,metro,MARGARINA ENVASADA,2024-12-06 18:25:39.509110
Mantequilla con Sal Gloria 180g,S/ 9.90,metro,MARGARINA ENVASADA,2024-12-06 18:25:39.509110
Mantequilla Gloria Sin Sal 180g,S/ 9.90,metro,MARGARINA ENVASADA,2024-12-06 18:25:39.509110
Mantequilla Plusa Con Sal Barra 200 g,S/ 12.90,metro,MARGARINA ENVASADA,2024-12-06 18:25:39.509110
Crema a Base de Mantequilla Laive 350g,S/ 13.90,metro,MARGARINA ENVASADA,2024-12-06 18:25:39.509110
Mantequilla con Sal Gloria 180g,S/ 10.50,metro,MARGARINA ENVASADA,2024-12-06 18:25:39.509110
Mantequilla con Sal Laive 180g,S/ 13.99,metro,MARGARINA ENVASADA,2024-12-06 18:25:39.509110
Mantequilla con Sal Gloria 90g,S/ 6.40,metro,MARGARINA ENVASADA,2024-12-06 18:25:39.509110
Mantequilla con Sal Danlac Frasco 180g,S/ 16.90,metro,MARGARINA ENVASADA,2024-12-06 18:25:39.509110
Mantequilla Sin Sal Laive 180g,S/ 10.90,metro,MARGARINA ENVASADA,2024-12-06 18:25:39.509110
Crema de Mantequilla Light Laive 180g,S/ 13.99,metro,MARGARINA ENVASADA,2024-12-06 18:25:39.509110
Mantequilla con Sal Laive 100g,S/ 7.60,metro,MARGARINA ENVASADA,2024-12-06 18:25:39.509110
Crema a Base de Mantequilla Laive 90g,S/ 4.60,metro,MARGARINA ENVASADA,2024-12-06 18:25:39.509110
Mantequilla con Sal Gloria 50g,S/ 3.70,metro,MARGARINA ENVASADA,2024-12-06 18:25:39.509110
Mantequilla con Sal Président Barra 200 gr,S/ 20.70,metro,MARGARINA ENVASADA,2024-12-06 18:25:39.509110
Mantequilla sin Sal Président Barra 200g,S/ 20.70,metro,MARGARINA ENVASADA,2024-12-06 18:25:39.509110
Mantequilla Asturiana 125g,S/ 16.70,metro,MARGARINA ENVASADA,2024-12-06 18:25:39.509110
Mantequilla La Chuguranita Barra 150 g,S/ 14.90,metro,MARGARINA ENVASADA,2024-12-06 18:25:39.509110
Mantequilla Sin Sal Arias 235g,S/ 32.80,metro,MARGARINA ENVASADA,2024-12-06 18:25:39.509110
Mantequilla con Sal Arias 235g,S/ 32.80,metro,MARGARINA ENVASADA,2024-12-06 18:25:39.509110
Mandarina Costa x kg,S/ 5.69 x kg,metro,MARGARINA ENVASADA,2024-12-06 18:25:39.509110
Mandarina con Pepa kg,S/ 5.69 x kg,metro,MARGARINA ENVASADA,2024-12-06 18:25:39.509110
Ensalada Rusa Green Food 400g,S/ 5.52,metro,MARGARINA ENVASADA,2024-12-06 18:25:39.509110
Metro Ensalada Fresca Delivery,S/ 14.99,metro,MARGARINA ENVASADA,2024-12-06 18:25:39.509110
Ensalada Fresca 380g,S/ 13.70,metro,MARGARINA ENVASADA,2024-12-06 18:25:39.509110
Ensalada Fresca 320g,S/ 11.70,metro,MARGARINA ENVASADA,2024-12-06 18:25:39.509110
Ensalada Fresca Metro 100g,S/ 6.50,metro,MARGARINA ENVASADA,2024-12-06 18:25:39.509110
Ensalada Clásica La Buena Pepa 380g,S/ 12.50,metro,MARGARINA ENVASADA,2024-12-06 18:25:39.509110
Ensalada de Zanahoria y Beterraga La Buena Pepa 450g,S/ 15.50,metro,MARGARINA ENVASADA,2024-12-06 18:25:39.509110
Ensalada Parrillera Ecologic x 400 g,S/ 6.70,metro,MARGARINA ENVASADA,2024-12-06 18:25:39.509110
Ensalada Rusa Cuisine & Co 400g,S/ 10.80,metro,MARGARINA ENVASADA,2024-12-06 18:25:39.509110
"Ensalada de Frutas Piña, Sandía y Papaya Natifrut 340g",S/ 9.49,metro,MARGARINA ENVASADA,2024-12-06 18:25:39.509110
Ensalada Primavera Cuisine & Co 400g,S/ 10.80,metro,MARGARINA ENVASADA,2024-12-06 18:25:39.509110
Ensalada Cesar's Verde Puro 250g,S/ 10.90,metro,MARGARINA ENVASADA,2024-12-06 18:25:39.509110
Ensalada Personal Verde Puro 140g,S/ 6.90,metro,MARGARINA ENVASADA,2024-12-06 18:25:39.509110
Ensalada Cesar Wong x Unid,S/ 14.90,metro,MARGARINA ENVASADA,2024-12-06 18:25:39.509110
Ensalada Rusa Precocida Congelada Green Food Bolsa 1 Kg,S/ 12.68,metro,MARGARINA ENVASADA,2024-12-06 18:25:39.509110
Brócoli Metro x kg,S/ 7.99 x kg,metro,MARGARINA ENVASADA,2024-12-06 18:25:39.509110
Zapallo Macre x kg,S/ 1.99 x kg,metro,MARGARINA ENVASADA,2024-12-06 18:25:39.509110
Pepinillo x un,S/ 2.50,metro,MARGARINA ENVASADA,2024-12-06 18:25:39.509110
Apio x Atado Cuisine & Co,S/ 3.80,metro,MARGARINA ENVASADA,2024-12-06 18:25:39.509110
