description,brand,price,website,search_term,scrape_timestamp
Espinaca Baby BELL'S FRESCOS Bolsa 150g,BELL'S FRESCOS,S/ 4.39,vivanda,ESPINACA,2024-12-05 22:08:41.849195
Espinaca BELL'S FRESCOS Bolsa 350g,BELL'S FRESCOS,S/ 4.29,vivanda,ESPINACA,2024-12-05 22:08:41.849195
Espinaca Extra EL CORTE INGLÉS Frasco 600g,EL CORTE INGLÉS,S/ 9.80,vivanda,ESPINACA,2024-12-05 22:08:41.849195
Hamburguesa de Garbanzos y Espinacas SANÚA Caja 5un,SANUA,S/ 28.00,vivanda,ESPINACA,2024-12-05 22:08:41.849195
Quiche de Tomate y Espinaca HOME CHEF Caja 1un,HOME CHEF,S/ 28.50,vivanda,ESPINACA,2024-12-05 22:08:41.849195
Ravioles DON ITALO De Ricotta con Espinaca Bandeja 500g,DON ITALO,S/ 30.00,vivanda,ESPINACA,2024-12-05 22:08:41.849195
Queso Crema Gourmet DELICE con Espinaca & Tocino Paquete 150g,DELICE,S/ 16.90,vivanda,ESPINACA,2024-12-05 22:08:41.849195
Ravioles de Ricotta y Espinaca IL PASTIFICIO Bandeja 500g,IL PASTIFICIO,S/ 30.90,vivanda,ESPINACA,2024-12-05 22:08:41.849195
Fideos SANTA CATALINA Espinaca y albahaca Bolsa 400Gr,SANTA CATALINA,S/ 5.30,vivanda,ESPINACA,2024-12-05 22:08:41.849195
Raviolito Ricotta y Espinaca Kids ILPASTIFICIO Caja 400g,ILPASTIFICIO,S/ 18.50,vivanda,ESPINACA,2024-12-05 22:08:41.849195
