description,brand,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
Comida para Perros RAMBALA Adulto Aritos de Res Doypack 5un,RAMBALA,S/ 10.60,vivanda,MONDONGO DE RES,2024-12-04 17:28:08.318543,5.0,un,Comida para Perros RAMBALA Adulto Aritos de Res Doypack,10.6
Pulpo Cocido Limpio EL REY DEL PULPO x un,EL REY DEL PULPO,S/ 72.00,vivanda,MONDONGO DE RES,2024-12-04 17:28:08.318543,1.0,un,Pulpo Cocido Limpio EL REY DEL PULPO,72.0
Vino Tinto COTE DES ROSES Pinot Noir Botella 750ml,COTE DES ROSES,S/ 129.90,vivanda,MONDONGO DE RES,2024-12-04 17:28:08.318543,750.0,ml,Vino Tinto COTE DES ROSES Pinot Noir Botella,129.9
Vino Blanco COTE DES ROSES Chardonnay Botella 750ml,COTE DES ROSES,S/ 129.90,vivanda,MONDONGO DE RES,2024-12-04 17:28:08.318543,750.0,ml,Vino Blanco COTE DES ROSES Chardonnay Botella,129.9
Bebidas Energizantes RED BULL Ambar Edition Lata 250ml,RED BULL,S/ 7.80,vivanda,MONDONGO DE RES,2024-12-04 17:28:08.318543,250.0,ml,Bebidas Energizantes RED BULL Ambar Edition Lata,7.8
Vino Rosé COTE DES ROSES Botella 750ml,COTE DES ROSES,S/ 129.90,vivanda,MONDONGO DE RES,2024-12-04 17:28:08.318543,750.0,ml,Vino Rosé COTE DES ROSES Botella,129.9
Bebida Carbonatada RED BULL Green Edition Lata 250ml,RED BULL,S/ 7.80,vivanda,MONDONGO DE RES,2024-12-04 17:28:08.318543,250.0,ml,Bebida Carbonatada RED BULL Green Edition Lata,7.8
Bebida Energizante RED BULL Tropical Lata 250ml,RED BULL,S/ 7.80,vivanda,MONDONGO DE RES,2024-12-04 17:28:08.318543,250.0,ml,Bebida Energizante RED BULL Tropical Lata,7.8
Bebida Energizante RED BULL Lata 250ml Paquete 4un,RED BULL,S/ 28.50,vivanda,MONDONGO DE RES,2024-12-04 17:28:08.318543,250.0,ml,Bebida Energizante RED BULL Lata  Paquete,28.5
Bebida Energizante RED BULL Red Edition Lata 250ml,RED BULL,S/ 7.80,vivanda,MONDONGO DE RES,2024-12-04 17:28:08.318543,250.0,ml,Bebida Energizante RED BULL Red Edition Lata,7.8
Bebida Energizante RED BULL Sugar Free Lata 250ml,RED BULL,S/ 7.80,vivanda,MONDONGO DE RES,2024-12-04 17:28:08.318543,250.0,ml,Bebida Energizante RED BULL Sugar Free Lata,7.8
Bebida Energizante RED BULL Lata 250ml,RED BULL,S/ 7.80,vivanda,MONDONGO DE RES,2024-12-04 17:28:08.318543,250.0,ml,Bebida Energizante RED BULL Lata,7.8
Táper Cuadrado REYPLAST 2K 1un,REY PLAST,S/ 7.90,vivanda,MONDONGO DE RES,2024-12-04 17:28:08.318543,1.0,un,Táper Cuadrado REYPLAST 2K,7.9
Jarra Reyware REY 1L,REY,S/ 6.90,vivanda,MONDONGO DE RES,2024-12-04 17:28:08.318543,1.0,l,Jarra Reyware REY,6.9
Set de Coladores Delicia REY 4un,REY,S/ 8.90,vivanda,MONDONGO DE RES,2024-12-04 17:28:08.318543,4.0,un,Set de Coladores Delicia REY,8.9
Táper REYPLAST Cuadrado Luxe 1.1 Un,REY,S/ 6.90,vivanda,MONDONGO DE RES,2024-12-04 17:28:08.318543,1.1,un,Táper REYPLAST Cuadrado Luxe,6.9
Táper REYPLAST Cuadrado Luxe 1.9 Un,REY,S/ 9.90,vivanda,MONDONGO DE RES,2024-12-04 17:28:08.318543,1.9,un,Táper REYPLAST Cuadrado Luxe,9.9
Bebida Energizante RED BULL Paquete 6un Lata 250ml,RED BULL,S/ 39.50,vivanda,MONDONGO DE RES,2024-12-04 17:28:08.318543,6.0,un,Bebida Energizante RED BULL Paquete  Lata,39.5
Bebida Energizante RED BULL Sugarfree Lata 250ml Paquete 4un,RED BULL,S/ 28.50,vivanda,MONDONGO DE RES,2024-12-04 17:28:08.318543,250.0,ml,Bebida Energizante RED BULL Sugarfree Lata  Paquete,28.5
Bebida Energizante RED BULL Lata 355ml,RED BULL,S/ 9.90,vivanda,MONDONGO DE RES,2024-12-04 17:28:08.318543,355.0,ml,Bebida Energizante RED BULL Lata,9.9
Balde REYPLAST c/Caño 20L,REY PLAST,S/ 29.90,vivanda,MONDONGO DE RES,2024-12-04 17:28:08.318543,20.0,l,Balde REYPLAST c/Caño,29.9
