description,price,website,search_term,scrape_timestamp
Mandarina Costa x kg,S/ 5.69 x kg,metro,MANDARINA,2024-12-03 23:05:24.108579
Mandarina con Pepa kg,S/ 5.69 x kg,metro,MANDARINA,2024-12-03 23:05:24.108579
"Bebida De Naranja, Mandarina y Limón Citrus Punch Tampico Botella 3.78 lt",S/ 10.63,metro,MANDARINA,2024-12-03 23:05:24.108579
Tripack Jabón en Barra Palmolive Mandarina y Romero 110g,S/ 9.90,metro,MANDARINA,2024-12-03 23:05:24.108579
"Bebida De Naranja, Mandarina y Limón Citrus Punch Tampico Botella 3L",S/ 7.10,metro,MANDARINA,2024-12-03 23:05:24.108579
Bebida de Piña y Mandarina Frugos del Valle Caja 1L,S/ 4.50,metro,MANDARINA,2024-12-03 23:05:24.108579
Bebida en Polvo Clight Sin Calorías Sabor Mandarina 14g,S/ 2.30,metro,MANDARINA,2024-12-03 23:05:24.108579
Bebida Rehidratante Gatorade Mandarina Botella 500ml,S/ 2.40,metro,MANDARINA,2024-12-03 23:05:24.108579
Yogurt Bebible Oquendo Sabor Mandarina - Maracuyá Bolsa 946ml,S/ 5.50,metro,MANDARINA,2024-12-03 23:05:24.108579
Sixpack Bebida Frugos del Valle Piña Mandarina Caja 235ml,S/ 7.90,metro,MANDARINA,2024-12-03 23:05:24.108579
"Bebida De Naranja, Mandarina y Limón Citrus Punch Tampico Botella 1.87 lt",S/ 7.10,metro,MANDARINA,2024-12-03 23:05:24.108579
"Bebida De Naranja, Mandarina y Limón Citrus Punch Tampico Botella 500 ml",S/ 1.70,metro,MANDARINA,2024-12-03 23:05:24.108579
"Bebida De Naranja, Mandarina y Limón Citrus Punch Tampico Botella 1.5 lt",S/ 4.00,metro,MANDARINA,2024-12-03 23:05:24.108579
Bebida Rehidratante Suerox Sabor Naranja - Mandarina Botella 630ml,S/ 6.50,metro,MANDARINA,2024-12-03 23:05:24.108579
Bebida Rehidratante Gatorade Mandarina Botella 750ml,S/ 4.99,metro,MANDARINA,2024-12-03 23:05:24.108579
Bebida Rehidratante Sporade Mandarina Botella 500 ml,S/ 2.40,metro,MANDARINA,2024-12-03 23:05:24.108579
Sacagrasa Eco-Amigable Mandarina Spray 650 ml,S/ 17.30,metro,MANDARINA,2024-12-03 23:05:24.108579
"Bebida De Naranja, Mandarina y Limón Citrus Punch Tampico Botella 600 ml",S/ 2.99,metro,MANDARINA,2024-12-03 23:05:24.108579
Cerveza Artesanal Candelaria Sunset Toronja & Mandarina Lata 355ml,S/ 8.90,metro,MANDARINA,2024-12-03 23:05:24.108579
Agua San Pellegrino Essenza Mandarina y Fresa Lata 300 ml,S/ 7.20,metro,MANDARINA,2024-12-03 23:05:24.108579
