description,brand,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
Vinagre de Manzana MANZANARES Botella 500ml,MANZANARES,S/ 9.60,vivanda,MANZANA CORRIENTE,2024-12-05 22:00:36.996919,500.0,ml,Vinagre de Manzana MANZANARES Botella,9.6
Tarta de Manzana LA FLORENCIA 1un,LA FLORENCIA,S/ 25.90,vivanda,MANZANA CORRIENTE,2024-12-05 22:00:36.996919,1.0,un,Tarta de Manzana LA FLORENCIA,25.9
Jugo NATURALE Sabor Manzana Botella 1L,NATURALE,S/ 7.90,vivanda,MANZANA CORRIENTE,2024-12-05 22:00:36.996919,1.0,l,Jugo NATURALE Sabor Manzana Botella,7.9
Vinagre de Manzana ACAVILLE Botella 500ml,ACAVILLE,S/ 9.50,vivanda,MANZANA CORRIENTE,2024-12-05 22:00:36.996919,500.0,ml,Vinagre de Manzana ACAVILLE Botella,9.5
Gaseosa FANTA Manzana Beetlejuice Botella 500ml,FANTA,S/ 2.70,vivanda,MANZANA CORRIENTE,2024-12-05 22:00:36.996919,500.0,ml,Gaseosa FANTA Manzana Beetlejuice Botella,2.7
Cereal CROSOY Granola manzana pecana y canela Bolsa 380Gr,CROSOY,S/ 14.20,vivanda,MANZANA CORRIENTE,2024-12-05 22:00:36.996919,380.0,g,Cereal CROSOY Granola manzana pecana y canela Bolsa r,14.2
Néctar FRUGOS DEL VALLE Sabor a Manzana Caja 1.5L,FRUGOS,S/ 5.70,vivanda,MANZANA CORRIENTE,2024-12-05 22:00:36.996919,1.5,l,Néctar FRUGOS DEL VALLE Sabor a Manzana Caja,5.7
Agua con Gas SAN LUIS Sabor a Manzana Botella 625ml,SAN LUIS,S/ 2.20,vivanda,MANZANA CORRIENTE,2024-12-05 22:00:36.996919,625.0,ml,Agua con Gas SAN LUIS Sabor a Manzana Botella,2.2
Cereal MCCALLUM'S Multicereal con Manzana Caja 350g,MCCALLUM S,S/ 13.90,vivanda,MANZANA CORRIENTE,2024-12-05 22:00:36.996919,350.0,g,Cereal MCCALLUM'S Multicereal con Manzana Caja,13.9
Avena Instantánea de Manzana y Canela BELL'S Vaso 45g,BELL'S,S/ 3.50,vivanda,MANZANA CORRIENTE,2024-12-05 22:00:36.996919,45.0,g,Avena Instantánea de Manzana y Canela BELL'S Vaso,3.5
Aromatizador BOREAL Manzana-Canela Cono 212g,BOREAL,S/ 7.50,vivanda,MANZANA CORRIENTE,2024-12-05 22:00:36.996919,212.0,g,Aromatizador BOREAL Manzana-Canela Cono,7.5
Cereal KELLOGGS Musli Manzana Caja 275g,KELLOGG S,S/ 24.90,vivanda,MANZANA CORRIENTE,2024-12-05 22:00:36.996919,275.0,g,Cereal KELLOGGS Musli Manzana Caja,24.9
Ambientador BOREAL Manzana-Canela Frasco 400ml,BOREAL,S/ 5.50,vivanda,MANZANA CORRIENTE,2024-12-05 22:00:36.996919,400.0,ml,Ambientador BOREAL Manzana-Canela Frasco,5.5
Granola Sabor Manzana y Canela DYFFERENT Caja 250g,DYFFERENT,S/ 18.30,vivanda,MANZANA CORRIENTE,2024-12-05 22:00:36.996919,250.0,g,Granola Sabor Manzana y Canela DYFFERENT Caja,18.3
Bebida Rehidratante ELECTROLIGHT Manzana Botella 475ml,ELECTROLIGHT,S/ 2.10,vivanda,MANZANA CORRIENTE,2024-12-05 22:00:36.996919,475.0,ml,Bebida Rehidratante ELECTROLIGHT Manzana Botella,2.1
Agua Mineral SOCOSANI Manzana Botella 500ml,SOCOSANI,S/ 1.99,vivanda,MANZANA CORRIENTE,2024-12-05 22:00:36.996919,500.0,ml,Agua Mineral SOCOSANI Manzana Botella,1.99
Ambientador GLADE Cubo Manzana y Canela Caja 180g,GLADE,S/ 11.00,vivanda,MANZANA CORRIENTE,2024-12-05 22:00:36.996919,180.0,g,Ambientador GLADE Cubo Manzana y Canela Caja,11.0
Ambientador en gel GLADE Manzana y canela Empaque 31Gr,GLADE,S/ 4.30,vivanda,MANZANA CORRIENTE,2024-12-05 22:00:36.996919,31.0,g,Ambientador en gel GLADE Manzana y canela Empaque r,4.3
Mini Tarta de Manzana LA FLORENCIA 1un,LA FLORENCIA,S/ 6.00,vivanda,MANZANA CORRIENTE,2024-12-05 22:00:36.996919,1.0,un,Mini Tarta de Manzana LA FLORENCIA,6.0
Bebida FRUGOS DEL VALLE Sabor a Manzana Caja 970ml,FRUGOS,S/ 3.90,vivanda,MANZANA CORRIENTE,2024-12-05 22:00:36.996919,970.0,ml,Bebida FRUGOS DEL VALLE Sabor a Manzana Caja,3.9
Pack Néctar FRUGOS DEL VALLE Sabor a Manzana Caja 1.5L + Keke Redondo Marmoleado 1un,FRUGOS,S/ 22.90,vivanda,MANZANA CORRIENTE,2024-12-05 22:00:36.996919,1.5,l,Pack Néctar FRUGOS DEL VALLE Sabor a Manzana Caja  + Keke Redondo Marmoleado,22.9
Conserva BELL'S Puré de manzana Frasco 470g,BELL'S,S/ 9.20,vivanda,MANZANA CORRIENTE,2024-12-05 22:00:36.996919,470.0,g,Conserva BELL'S Puré de manzana Frasco,9.2
Agua con Gas SAN LUIS Sabor a Manzana Botella 625ml Paquete 6un,SAN LUIS,S/ 11.00,vivanda,MANZANA CORRIENTE,2024-12-05 22:00:36.996919,625.0,ml,Agua con Gas SAN LUIS Sabor a Manzana Botella  Paquete,11.0
Puff Snack Manzana y Plátano WANT WANT Baby Mum Botella 50g,WANT WANT,S/ 14.80,vivanda,MANZANA CORRIENTE,2024-12-05 22:00:36.996919,50.0,g,Puff Snack Manzana y Plátano WANT WANT Baby Mum Botella,14.8
Puré de Manzana Exótico CASA VERDE Frasco 370g,CASAVERDE,S/ 9.50,vivanda,MANZANA CORRIENTE,2024-12-05 22:00:36.996919,370.0,g,Puré de Manzana Exótico CASA VERDE Frasco,9.5
Caramelos Masticables AMBROSOLI Trifruna Manzana Fresa y Durazno Bolsa 420g,AMBROSOLI,S/ 9.90,vivanda,MANZANA CORRIENTE,2024-12-05 22:00:36.996919,420.0,g,Caramelos Masticables AMBROSOLI Trifruna Manzana Fresa y Durazno Bolsa,9.9
Avena Instantánea BELL'S Manzana y Canela Bolsa 270g,BELL'S,S/ 7.50,vivanda,MANZANA CORRIENTE,2024-12-05 22:00:36.996919,270.0,g,Avena Instantánea BELL'S Manzana y Canela Bolsa,7.5
Néctar FRUGOS DEL VALLE Sabor a Manzana Caja 1L,FRUGOS,S/ 4.40,vivanda,MANZANA CORRIENTE,2024-12-05 22:00:36.996919,1.0,l,Néctar FRUGOS DEL VALLE Sabor a Manzana Caja,4.4
Bebida con Aloe Vera SAPPE Sabor Manzana Botella 300ml,SAPPE,S/ 6.40,vivanda,MANZANA CORRIENTE,2024-12-05 22:00:36.996919,300.0,ml,Bebida con Aloe Vera SAPPE Sabor Manzana Botella,6.4
Lavavajilla Líquido Desengrasante LA OCA Manzana Verde Botella 1L,LA OCA,S/ 19.40,vivanda,MANZANA CORRIENTE,2024-12-05 22:00:36.996919,1.0,l,Lavavajilla Líquido Desengrasante LA OCA Manzana Verde Botella,19.4
Compota GERBER Manzana Frasco 113g,GERBER,S/ 5.40,vivanda,MANZANA CORRIENTE,2024-12-05 22:00:36.996919,113.0,g,Compota GERBER Manzana Frasco,5.4
Galletas con Quinua y Manzana +NUTRI Co Caja 6un,NUTRISHAKE,S/ 16.20,vivanda,MANZANA CORRIENTE,2024-12-05 22:00:36.996919,6.0,un,Galletas con Quinua y Manzana +NUTRI Co Caja,16.2
Galletas BABY MUM Arroz Sabor Manzana Caja 50g,BABY MUM,S/ 13.99,vivanda,MANZANA CORRIENTE,2024-12-05 22:00:36.996919,50.0,g,Galletas BABY MUM Arroz Sabor Manzana Caja,13.99
Vinagre BELL'S De Manzana Botella 1L,BELL'S,S/ 14.80,vivanda,MANZANA CORRIENTE,2024-12-05 22:00:36.996919,1.0,l,Vinagre BELL'S De Manzana Botella,14.8
Puré de Manzana RAM Bolsa 1kg,RAM,S/ 13.50,vivanda,MANZANA CORRIENTE,2024-12-05 22:00:36.996919,1.0,kg,Puré de Manzana RAM Bolsa,13.5
Pack Néctar FRUGOS DEL VALLE Sabor a Manzana Caja 1.5L + Keke Redondo de Chocolate 1un,FRUGOS,S/ 22.90,vivanda,MANZANA CORRIENTE,2024-12-05 22:00:36.996919,1.5,l,Pack Néctar FRUGOS DEL VALLE Sabor a Manzana Caja  + Keke Redondo de Chocolate,22.9
Pack Néctar FRUGOS DEL VALLE Sabor a Manzana Caja 1.5L + Keke Redondo Naranja 1un,FRUGOS,S/ 22.90,vivanda,MANZANA CORRIENTE,2024-12-05 22:00:36.996919,1.5,l,Pack Néctar FRUGOS DEL VALLE Sabor a Manzana Caja  + Keke Redondo Naranja,22.9
Pack Néctar FRUGOS DEL VALLE Sabor a Manzana Caja 1.5L + Keke Redondo de Vainilla 1un,FRUGOS,S/ 22.90,vivanda,MANZANA CORRIENTE,2024-12-05 22:00:36.996919,1.5,l,Pack Néctar FRUGOS DEL VALLE Sabor a Manzana Caja  + Keke Redondo de Vainilla,22.9
Pack Néctar FRUGOS Manzana Caja 235ml Paquete 6un + Galletas Saladas RITZ Bolsa 20g Paquete 6un,FRUGOS,S/ 11.90,vivanda,MANZANA CORRIENTE,2024-12-05 22:00:36.996919,235.0,ml,Pack Néctar FRUGOS Manzana Caja  Paquete  + Galletas Saladas RITZ Bolsa  Paquete,11.9
Vinagre de Manzana BELL'S Botella 500ml,BELL'S,S/ 8.30,vivanda,MANZANA CORRIENTE,2024-12-05 22:00:36.996919,500.0,ml,Vinagre de Manzana BELL'S Botella,8.3
Bebida FRUGOS DEL VALLE Manzana Caja 235ml Six Pack,FRUGOS,S/ 7.90,vivanda,MANZANA CORRIENTE,2024-12-05 22:00:36.996919,235.0,ml,Bebida FRUGOS DEL VALLE Manzana Caja  Six Pack,7.9
