description,brand,price,website,search_term,scrape_timestamp
Pastel de Jamón OTTO KUNZ Paquete 150g,OTTO KUNZ,S/ 6.80,vivanda,PASTELES SALADOS,2024-12-07 13:55:19.160979
Pastel de Choclo Chico LA FLORENCIA,LA FLORENCIA,S/ 12.90,vivanda,PASTELES SALADOS,2024-12-07 13:55:19.160979
Chifles Salados CRICKETS Bolsa 500g,CRICKET S,S/ 21.90,vivanda,PASTELES SALADOS,2024-12-07 13:55:19.160979
Chifle Salado CRICKETS Sabor Leche de Tigre Bolsa 150g,CRICKET S,S/ 8.50,vivanda,PASTELES SALADOS,2024-12-07 13:55:19.160979
Chifles Salados CRICKETS Bolsa 250g,CRICKET S,S/ 11.20,vivanda,PASTELES SALADOS,2024-12-07 13:55:19.160979
Pistacho Tostado y Salado WONDERFUL Bolsa 227g,WONDERFUL,S/ 45.90,vivanda,PASTELES SALADOS,2024-12-07 13:55:19.160979
Piqueo VILLA NATURA Chifles salados Bolsa 150Gr,VILLA NATURA,S/ 5.00,vivanda,PASTELES SALADOS,2024-12-07 13:55:19.160979
Maní KARINTO Engalletado Salado Bolsa 200g,KARINTO,S/ 7.99,vivanda,PASTELES SALADOS,2024-12-07 13:55:19.160979
Min Pao Salado DELIFREEZE Bolsa 12 un,DELIFREEZE,S/ 19.89,vivanda,PASTELES SALADOS,2024-12-07 13:55:19.160979
Chifles KARINTO Salado Bolsa 150g,KARINTO,S/ 9.30,vivanda,PASTELES SALADOS,2024-12-07 13:55:19.160979
Piqueo BELL'S Maní salado Bolsa 180Gr,BELL'S,S/ 4.30,vivanda,PASTELES SALADOS,2024-12-07 13:55:19.160979
Piqueo BELL'S Chifles Salados Táper 100g,BELL'S,S/ 3.90,vivanda,PASTELES SALADOS,2024-12-07 13:55:19.160979
Piqueo BELL'S Chifles salados Bolsa 220Gr,BELL'S,S/ 7.50,vivanda,PASTELES SALADOS,2024-12-07 13:55:19.160979
Piqueo BELL'S Maní Frito Salado Táper 140g,BELL'S,S/ 4.40,vivanda,PASTELES SALADOS,2024-12-07 13:55:19.160979
Cuaderno Espiral DGNOTTAS A6 Tapa Dura Pastel,DGNOTTAS,S/ 10.90,vivanda,PASTELES SALADOS,2024-12-07 13:55:19.160979
Pistachos WONDERFUL Tostados y Salados Bolsa 35g,VALLEALTO,S/ 10.90,vivanda,PASTELES SALADOS,2024-12-07 13:55:19.160979
Velas Premium de Cumpleaños Rayadas Pastel MARSHALL & MASON x6un,MARSHALL & MASON,S/ 9.95,vivanda,PASTELES SALADOS,2024-12-07 13:55:19.160979
Piqueo BELL'S Chifles salados Bolsa 125Gr,BELL'S,S/ 4.70,vivanda,PASTELES SALADOS,2024-12-07 13:55:19.160979
Resaltadores CLASS&WORK JP9913AG Pastel Caja 2un,CLASS & WORK,S/ 5.90,vivanda,PASTELES SALADOS,2024-12-07 13:55:19.160979
Cacahuates Salados SALYSOL Lata 250g,SALYSOL,S/ 10.90,vivanda,PASTELES SALADOS,2024-12-07 13:55:19.160979
Marcador ARTESCO Dual Brush Pastel Blíster 6un,ARTESCO,S/ 11.90,vivanda,PASTELES SALADOS,2024-12-07 13:55:19.160979
Bolsa DG Mediana Pastel OBCM-1012.0001,DG,S/ 4.90,vivanda,PASTELES SALADOS,2024-12-07 13:55:19.160979
Bolsa de Regalo DG Extragrande Pastel,DG,S/ 9.90,vivanda,PASTELES SALADOS,2024-12-07 13:55:19.160979
Bolsa de Regalo DG Grande Pastel,DG,S/ 6.90,vivanda,PASTELES SALADOS,2024-12-07 13:55:19.160979
Set de Tápers VIVA HOME Tapa Pastel 3un,VIVA HOME,S/ 10.90,vivanda,PASTELES SALADOS,2024-12-07 13:55:19.160979
Cuaderno Espiralado DGNOTTAS A4 Tapa Dura Pastel Work Hard,DGNOTTAS,S/ 33.90,vivanda,PASTELES SALADOS,2024-12-07 13:55:19.160979
Cuaderno Pastel DGNOTTAS A5,DGNOTTAS,S/ 23.90,vivanda,PASTELES SALADOS,2024-12-07 13:55:19.160979
