brand,description,price,website,search_term,scrape_timestamp
Kolynos,Pasta Dental KOLYNOS Súper Blanco Tubo 60ml,S/ 3.30 11%,vega,PASTELES SALADOS,2024-12-03 11:52:52.042079
Colgate,Pasta Dental COLGATE Triple Acciòn Tubo 100ml Paquete 2 un,S/ 14.50,vega,PASTELES SALADOS,2024-12-03 11:52:52.042079
Kolynos,Pasta Dental KOLYNOS Super Blanco Paquete 3 Tubo 60ml,S/ 10.90,vega,PASTELES SALADOS,2024-12-03 11:52:52.042079
Colgate,Pasta Dental COLGATE Triple Acciòn Tubo 150ml,S/ 11.70,vega,PASTELES SALADOS,2024-12-03 11:52:52.042079
Dento,Pasta Dental DENTO Herbal Tubo 75ml,S/ 2.80,vega,PASTELES SALADOS,2024-12-03 11:52:52.042079
Dento,Pasta Dental DENTO Triple Accion + Cepillo Tubo 150 ml,S/ 7.20,vega,PASTELES SALADOS,2024-12-03 11:52:52.042079
Colgate,Pasta Dental COLGATE Smiles 6+ años Minions Tubo 75ml,S/ 11.50,vega,PASTELES SALADOS,2024-12-03 11:52:52.042079
Colgate,Pasta Dental COLGATE Kids Sabor Tutti Frutti Tubo 50ml,S/ 4.00,vega,PASTELES SALADOS,2024-12-03 11:52:52.042079
Colgate,Pasta Dental COLGATE Triple Acciòn Tubo 75ml Paquete 3 un,S/ 16.50,vega,PASTELES SALADOS,2024-12-03 11:52:52.042079
Colgate,Pasta Dental COLGATE Triple Acción Pack 3u x 100ml,S/ 19.50,vega,PASTELES SALADOS,2024-12-03 11:52:52.042079
Colgate,Pasta Dental COLGATE Menta Anticaries Tubo 90gr,S/ 3.50,vega,PASTELES SALADOS,2024-12-03 11:52:52.042079
Oral-B,Pasta Dental ORAL B 3D White Brillant Fresh Tubo 70 g,S/ 6.40,vega,PASTELES SALADOS,2024-12-03 11:52:52.042079
Oral-B,Pasta Dental ORAL B Complete Blue 4 en 1 Tubo 140ml,S/ 8.20,vega,PASTELES SALADOS,2024-12-03 11:52:52.042079
Colgate,Pasta Dental COLGATE Triple Acciòn Tubo 60ml Paquete 3 un,S/ 14.20,vega,PASTELES SALADOS,2024-12-03 11:52:52.042079
Colgate,Pasta Dental COLGATE Herbal Tubo 90gr,S/ 3.20,vega,PASTELES SALADOS,2024-12-03 11:52:52.042079
Colgate,Pasta Dental COLGATE Triple Acción Tubo 50ml,S/ 3.60,vega,PASTELES SALADOS,2024-12-03 11:52:52.042079
Dento,Pasta Dental DENTITO Chicle Globo Tubo 85 gr,S/ 4.00,vega,PASTELES SALADOS,2024-12-03 11:52:52.042079
Colgate,Pasta Dental COLGATE Triple Acciòn Tubo 75ml,S/ 6.50,vega,PASTELES SALADOS,2024-12-03 11:52:52.042079
Colgate,Pasta Dental COLGATE Luminous White Carbón Activo Tubo 75ml,S/ 13.50,vega,PASTELES SALADOS,2024-12-03 11:52:52.042079
Oral-B,Pasta Dental ORAL B 123 Anticaries Tubo 50 g,S/ 3.50,vega,PASTELES SALADOS,2024-12-03 11:52:52.042079
