description,brand,price,website,search_term,scrape_timestamp
Mantequilla con Sal GLORIA Paquete 180g,GLORIA,S/ 9.90,vivanda,MANTEQUILLA ENVASADA,2024-12-04 17:41:25.517015
Mantequilla sin Sal GLORIA Paquete 180g,GLORIA,S/ 9.90,vivanda,MANTEQUILLA ENVASADA,2024-12-04 17:41:25.517015
Mantequilla con Sal GLORIA Pote 180g,GLORIA,S/ 10.50,vivanda,MANTEQUILLA ENVASADA,2024-12-04 17:41:25.517015
Mantequilla de Maní SPREAD 100% Maní Frasco 410g,SPREAD,S/ 21.90,vivanda,MANTEQUILLA ENVASADA,2024-12-04 17:41:25.517015
Mantequilla sin Sal LAIVE Barra 180g,LAIVE,S/ 12.90,vivanda,MANTEQUILLA ENVASADA,2024-12-04 17:41:25.517015
Mantequilla PRÉSIDENT sin Sal Barra 200g,PRESIDENT,S/ 20.70,vivanda,MANTEQUILLA ENVASADA,2024-12-04 17:41:25.517015
Mantequilla PLUSA 100% Natural Barra 200g,PLUSA,S/ 16.10,vivanda,MANTEQUILLA ENVASADA,2024-12-04 17:41:25.517015
Mantequilla LAIVE con Sal Barra 100g,LAIVE,S/ 7.40,vivanda,MANTEQUILLA ENVASADA,2024-12-04 17:41:25.517015
Mantequilla de Maní LA PURITA Pote 170g,LA PURITA,S/ 9.90,vivanda,MANTEQUILLA ENVASADA,2024-12-04 17:41:25.517015
Mantequilla de Maní THE BUTTER FACTORY Frasco 200g,THE BUTTER FACTORY,S/ 16.90,vivanda,MANTEQUILLA ENVASADA,2024-12-04 17:41:25.517015
Mantequilla de Maní LA FLORENCIA Pote 200g,LA FLORENCIA,S/ 9.70,vivanda,MANTEQUILLA ENVASADA,2024-12-04 17:41:25.517015
Mantequilla de Maní UNIÓN Frasci 410g,UNIÓN,S/ 24.30,vivanda,MANTEQUILLA ENVASADA,2024-12-04 17:41:25.517015
Mantequilla LA CHUGURANITA Caja 240g,LA CHUGURANITA,S/ 23.90,vivanda,MANTEQUILLA ENVASADA,2024-12-04 17:41:25.517015
Mantequilla de Maní Orgánica WASI Frasco 240g,WASI,S/ 22.50,vivanda,MANTEQUILLA ENVASADA,2024-12-04 17:41:25.517015
Mantequilla PRESIDENT con Sal Barra 200g,PRESIDENT,S/ 20.70,vivanda,MANTEQUILLA ENVASADA,2024-12-04 17:41:25.517015
Mantequilla de Almendras LA FLORENCIA Pote 200g,LA FLORENCIA,S/ 18.30,vivanda,MANTEQUILLA ENVASADA,2024-12-04 17:41:25.517015
Mantequilla de Maní SPREAD con Miel de Abeja Frasco 410g,SPREAD,S/ 21.90,vivanda,MANTEQUILLA ENVASADA,2024-12-04 17:41:25.517015
Mantequilla con Sal LAIVE Pote 180g,LAIVE,S/ 12.90,vivanda,MANTEQUILLA ENVASADA,2024-12-04 17:41:25.517015
Mantequilla de Maní SPREAD Chocomaní Frasco 410g,SPREAD,S/ 21.90,vivanda,MANTEQUILLA ENVASADA,2024-12-04 17:41:25.517015
Mantequilla de Almendras THE BUTTER FACTORY Frasco 200g,THE BUTTER FACTORY,S/ 31.90,vivanda,MANTEQUILLA ENVASADA,2024-12-04 17:41:25.517015
Mantequilla 100% Cashews LA PURITA Pote 170g,LA PURITA,S/ 26.90,vivanda,MANTEQUILLA ENVASADA,2024-12-04 17:41:25.517015
Mantequilla de Chocomaní THE BUTTER FACTORY Frasco 200g,THE BUTTER FACTORY,S/ 21.90,vivanda,MANTEQUILLA ENVASADA,2024-12-04 17:41:25.517015
Cachito con Mantequilla DON MAMINO Bolsa 6un,DON MAMINO,S/ 9.80,vivanda,MANTEQUILLA ENVASADA,2024-12-04 17:41:25.517015
Papel Mantequilla BELL'S 18m Blanco,BELL'S,S/ 7.80,vivanda,MANTEQUILLA ENVASADA,2024-12-04 17:41:25.517015
Croissant de Mantequilla x un,VIVANDA,S/ 2.90,vivanda,MANTEQUILLA ENVASADA,2024-12-04 17:41:25.517015
Crema a Base de Mantequilla Light con Sal LAIVE Pote 180g,LAIVE,S/ 15.00,vivanda,MANTEQUILLA ENVASADA,2024-12-04 17:41:25.517015
Lentejas con Mantequilla de Maní M&M Bolsa 46.2g,M&M,S/ 4.60,vivanda,MANTEQUILLA ENVASADA,2024-12-04 17:41:25.517015
Canchita para Microondas ACT II con Mantequilla Bolsa 80g,ACT II,S/ 4.90,vivanda,MANTEQUILLA ENVASADA,2024-12-04 17:41:25.517015
Sazonador Pops COSTEÑO de Pop Corn Sabor Mantequilla Frasco 81g,COSTEÑO,S/ 10.90,vivanda,MANTEQUILLA ENVASADA,2024-12-04 17:41:25.517015
Galletas COLOMBINA Butters cookies De mantequilla Bolsa 280Gr,COLOMBINA,S/ 7.70,vivanda,MANTEQUILLA ENVASADA,2024-12-04 17:41:25.517015
Cereal en Barra DYFFERENT Mantequilla de Maní Caja 175g,DYFFERENT,S/ 12.20,vivanda,MANTEQUILLA ENVASADA,2024-12-04 17:41:25.517015
Aceite en Spray PAM Sabor a Mantequilla Frasco 141ml,PAM,S/ 29.90,vivanda,MANTEQUILLA ENVASADA,2024-12-04 17:41:25.517015
Papel Mantequilla U-THIL 50cmx30cm c/ Sierra,U-THIL,S/ 36.00,vivanda,MANTEQUILLA ENVASADA,2024-12-04 17:41:25.517015
Maíz Pop Corn PLANET POP Mantequilla Paquete 3un,PLANET POP,S/ 10.50,vivanda,MANTEQUILLA ENVASADA,2024-12-04 17:41:25.517015
Aceite en Spray Sabor a Mantequilla OLEICO Frasco 170g,OLEICO,S/ 23.60,vivanda,MANTEQUILLA ENVASADA,2024-12-04 17:41:25.517015
Cuchillo de Mantequilla VIVA HOME,VIVA HOME,S/ 6.90,vivanda,MANTEQUILLA ENVASADA,2024-12-04 17:41:25.517015
Pop Corn PLANET POP Mantequilla Bolsa 85g,PLANET POP,S/ 3.70,vivanda,MANTEQUILLA ENVASADA,2024-12-04 17:41:25.517015
Sazonador Pop Corn BELL'S Sabor a Mantequilla Frasco 80g,BELL'S,S/ 10.20,vivanda,MANTEQUILLA ENVASADA,2024-12-04 17:41:25.517015
Canchita para Microondas ACT II con Mantequilla Extra Bolsa 80g,ACT II,S/ 4.90,vivanda,MANTEQUILLA ENVASADA,2024-12-04 17:41:25.517015
Palomitas de Maíz PLANET POP Mantequilla Extrema Paquete 3un,PLANET POP,S/ 10.50,vivanda,MANTEQUILLA ENVASADA,2024-12-04 17:41:25.517015
Ensalada Rusa BELL'S Bolsa 500g,BELL'S,S/ 6.49,vivanda,MANTEQUILLA ENVASADA,2024-12-04 17:41:25.517015
Ensalada Mix Primavera BELL'S FRESCOS Bolsa 150g,BELL'S FRESCOS,S/ 7.49,vivanda,MANTEQUILLA ENVASADA,2024-12-04 17:41:25.517015
Ensalada Rusa BELL'S FRESCOS Bolsa 500g,BELL'S FRESCOS,S/ 9.49,vivanda,MANTEQUILLA ENVASADA,2024-12-04 17:41:25.517015
Ensalada Mix BELL'S FRESCOS Bolsa 150g,BELL'S FRESCOS,S/ 6.59,vivanda,MANTEQUILLA ENVASADA,2024-12-04 17:41:25.517015
Ensalada Fusilli Bandeja 170g,LA FLORENCIA,S/ 3.90,vivanda,MANTEQUILLA ENVASADA,2024-12-04 17:41:25.517015
Ensalada Italiana HOME CHEF Bandeja 1un,HOME CHEF,S/ 14.20,vivanda,MANTEQUILLA ENVASADA,2024-12-04 17:41:25.517015
Ensalada Mix Personal BELL'S FRESCOS Bolsa 100g,BELL'S FRESCOS,S/ 5.49,vivanda,MANTEQUILLA ENVASADA,2024-12-04 17:41:25.517015
Ensalada SOLEI Coco en Trozos Frasco 130g,SOLEI,S/ 6.79,vivanda,MANTEQUILLA ENVASADA,2024-12-04 17:41:25.517015
Ensalada Power HOME CHEF 1un,HOME CHEF,S/ 14.20,vivanda,MANTEQUILLA ENVASADA,2024-12-04 17:41:25.517015
Ensalada Pollera Bandeja 300g,VIVANDA,S/ 8.40,vivanda,MANTEQUILLA ENVASADA,2024-12-04 17:41:25.517015
